SMILES,CID,Comments ,,,,
N#CCC(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-33,,,,,
O=C(Nc1cncc2ccccc12)C1CN(C(=O)c2cnco2)Cc2ccc(Cl)cc21,MAT-POS-4223bc15-36,Coupling from in-stock acids,,,,
Cn1nncc1C(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-37,Coupling from in-stock acids,,,,
O=C(Nc1cncc2ccccc12)C1CN(C(=O)c2ncco2)Cc2ccc(Cl)cc21,MAT-POS-4223bc15-38,Coupling from in-stock acids,,,,
Cc1nocc1C(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-39,Coupling from in-stock acids,,,,
Cn1nccc1C(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-40,Coupling from in-stock acids,,,,
Cn1cncc1C(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-41,Coupling from in-stock acids,,,,
N#CCN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,PET-UNK-162c14b2-1 ,,,,,
Cn1ccc(CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccc(F)cc34)C2)n1,EDJ-MED-009f762b-1,Reductive amination library,,,,
Cc1nc(CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccc(F)cc34)C2)cs1,EDJ-MED-009f762b-2,Reductive amination library,,,,
Cn1cc(CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccc(F)cc34)C2)nn1,EDJ-MED-009f762b-3,Reductive amination library,,,,
Cc1nc(CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccc(F)cc34)C2)c[nH]1,EDJ-MED-009f762b-4,Reductive amination library,,,,
NCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,MAT-POS-45b13633-1,Methylene linked amine library,,,,
CNCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,MAT-POS-45b13633-2,Methylene linked amine library,,,,
CN(C)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,MAT-POS-45b13633-3,Methylene linked amine library,,,,
CS(=O)(=O)NCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,MAT-POS-e6dd326d-4,Methylene linked amine library,,,,
CN(C)S(=O)(=O)NCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,MAT-POS-e6dd326d-5,Methylene linked amine library,,,,
COC(=O)NCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,MAT-POS-e6dd326d-6,Methylene linked amine library,,,,
C=CC(=O)NCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,MAT-POS-e6dd326d-8,Methylene linked amine library,,,,
CC(=O)NCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,MAT-POS-e6dd326d-9,Methylene linked amine library,,,,
CN(C)C(=O)CNCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,MAT-POS-e6dd326d-13,Methylene linked amine library,,,,
O=C1CN(c2ccc(CNC[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)cc2)CCN1,KAD-UNI-cb0f2bbc-1,Methylene linked amine library,EN300-90476,,,
O=C1CN(c2ccc(CNC[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)cc2)CC(=O)N1,KAD-UNI-cb0f2bbc-2,Methylene linked amine library,EN300-343573,,,
Cn1nnc(CNC(=O)OC(C)(C)C)c1CNC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,KAD-UNI-cb0f2bbc-3,Methylene linked amine library,EN300-1703142,,,
CNC(=O)COc1ccc(CNC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1OC,KAD-UNI-cb0f2bbc-5,Methylene linked amine library,EN300-40893,,,
NC(=O)c1ccn(-c2ccc(CNC[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)cn2)n1,KAD-UNI-cb0f2bbc-6,Methylene linked amine library,EN300-1292578,,,
CC1(n2cc(CNC[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)cn2)CCS(=O)(=O)C1,KAD-UNI-cb0f2bbc-7,Methylene linked amine library,EN300-107841,,,
O=C(Nc1cncc2ccccc12)[C@]1(CNCc2c(N3CCOCC3)nc3ccccn3c2=O)CCOc2ccc(Cl)cc21,KAD-UNI-cb0f2bbc-8,Methylene linked amine library,EN300-01120,,,
COc1ccc(CNC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1OCC(N)=O,KAD-UNI-cb0f2bbc-9,Methylene linked amine library,EN300-08006,,,
CC(C)(C)OC(=O)NC(CCO)CNC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,KAD-UNI-cb0f2bbc-10,Methylene linked amine library,EN300-181856,,,
O=C(Nc1cncc2ccccc12)[C@]1(CNCc2cnn(C3CCS(=O)(=O)C3)c2)CCOc2ccc(Cl)cc21,KAD-UNI-cb0f2bbc-11,Methylene linked amine library,EN300-106275,,,
CC(C)(C)OC(=O)N1CC(=O)N2CCOCC2(CNC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1,KAD-UNI-cb0f2bbc-12,Methylene linked amine library,EN300-26979181,,,
Cn1c(CNC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)nc2c1c(=O)[nH]c(=O)n2C,KAD-UNI-cb0f2bbc-13,Methylene linked amine library,EN300-52588,,,
COC(=O)c1cnc(Cn2ccc(CNC[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)n2)cn1,KAD-UNI-cb0f2bbc-14,Methylene linked amine library,EN300-731116,,,
COc1cc(CNC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc(OC)c1OCC(N)=O,KAD-UNI-cb0f2bbc-16,Methylene linked amine library,EN300-14943,,,
Cc1nn(C)c(N2CCOCC2)c1CNC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,KAD-UNI-cb0f2bbc-17,Methylene linked amine library,EN300-63789,,,
O=C(Nc1cncc2ccccc12)[C@]1(CNCc2cnc(N3CCOCC3)nc2)CCOc2ccc(Cl)cc21,KAD-UNI-cb0f2bbc-18,Methylene linked amine library,EN300-45291,,,
O=C1COc2ncc(CNC[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)cc2N1,KAD-UNI-cb0f2bbc-19,Methylene linked amine library,EN300-7355758,,,
Cn1cc(N2CCC(CNC[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)C2)cn1,KAD-UNI-cb0f2bbc-20,Methylene linked amine library,EN300-322742,,,
Cn1cc(CNC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)n2ncc(C#N)c12,KAD-UNI-cb0f2bbc-21,Methylene linked amine library,EN300-6488550,,,
O=C1c2ccccc2C(=O)N1CCNC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,KAD-UNI-cb0f2bbc-22,Methylene linked amine library,EN300-108035,,,
CNS(=O)(=O)c1cc(CNC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)ccc1F,KAD-UNI-cb0f2bbc-23,Methylene linked amine library,EN300-209213,,,
O=C(Nc1cncc2ccccc12)[C@]1(CNCc2cn(CC3CCOC3)nn2)CCOc2ccc(Cl)cc21,KAD-UNI-cb0f2bbc-24,Methylene linked amine library,EN300-323173,,,
Cn1c(N2CCCC2)c(CNC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)c(=O)n(C)c1=O,KAD-UNI-b13decd3-2,Methylene linked amine library,EN300-256488,,,
NS(=O)(=O)c1ccc(CNC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1,KAD-UNI-b13decd3-3,Methylene linked amine library,EN300-199160,,,
NS(=O)(=O)c1ccc(CNC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1F,KAD-UNI-b13decd3-4,Methylene linked amine library,EN300-294635,,,
O=C(Nc1cncc2ccccc12)[C@]1(CNCc2cn(CC3CCCO3)nn2)CCOc2ccc(Cl)cc21,KAD-UNI-b13decd3-5,Methylene linked amine library,EN300-364402,,,
CN(CCO)c1ccc(CNC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cn1,KAD-UNI-b13decd3-6,Methylene linked amine library,EN300-175701,,,
CC(=O)OCCn1cc(CNC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cn1,KAD-UNI-b13decd3-7,Methylene linked amine library,EN300-77138,,,
COC(=O)CCc1nocc1CNC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,KAD-UNI-b13decd3-8,Methylene linked amine library,EN300-211575,,,
