Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID
1181202-Y4-47,05_K,20210506_enamine_to_xchem.csv,CN(C)CC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,MAT-POS-45b13633-3,4,100,MAT-POS-45b13633-3,Racemic or presumed racemic or meso,Z4973373667,H3105630
1181202-Y4-47,05_L,20210506_enamine_to_xchem.csv,ClC=1C=CC=2C(=O)NCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,MIC-UNK-91acba05-1,4,100,MIC-UNK-91acba05-1,Racemic or presumed racemic or meso,Z4925948215,H3108603
1181202-Y4-47,05_M,20210506_enamine_to_xchem.csv,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)C(=O)CC#N,MAT-POS-4223bc15-33,4,100,MAT-POS-4223bc15-33,Racemic or presumed racemic or meso,Z4973449267,H3099340
1181202-Y4-47,05_N,20210506_enamine_to_xchem.csv,CNC(=O)COC=1C=CC(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)=CC1OC,KAD-UNI-cb0f2bbc-5,4,100,MAT-POS-24589f88-7,Racemic or presumed racemic or meso,Z4984330307,H3110172
1181202-Y4-47,05_O,20210506_enamine_to_xchem.csv,CNCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,MAT-POS-45b13633-2,4,100,MAT-POS-45b13633-2,Racemic or presumed racemic or meso,Z4973373685,H3105634
1181202-Y4-47,05_P,20210506_enamine_to_xchem.csv,NC(=O)C=1C=CN(N1)C=2C=CC(CNCC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56)=CN2,KAD-UNI-cb0f2bbc-6,4,100,MAT-POS-24589f88-8,Racemic or presumed racemic or meso,Z4984330306,H3101518
1181202-Y4-47,05_Q,20210506_enamine_to_xchem.csv,CN(C)C(=O)CNCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,MAT-POS-e6dd326d-13,4,100,MAT-POS-e6dd326d-13,Racemic or presumed racemic or meso,Z4973373638,H3089891
1181202-Y4-47,05_R,20210506_enamine_to_xchem.csv,NS(=O)(=O)C=1C=CC(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)=CC1F,KAD-UNI-b13decd3-4,4,100,MAT-POS-24589f88-9,Racemic or presumed racemic or meso,Z4984330286,H3099368
1181202-Y4-47,05_S,20210506_enamine_to_xchem.csv,CN1C=C(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)N6N=CC(C#N)=C16,KAD-UNI-cb0f2bbc-21,4,100,MAT-POS-24589f88-10,Racemic or presumed racemic or meso,Z4984330292,H3089914
1181202-Y4-47,05_T,20210506_enamine_to_xchem.csv,Cl.OC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-4223bc15-21,4,100,MAT-POS-4223bc15-21,Racemic or presumed racemic or meso,Z5010851090,H3099346
1181202-Y4-47,05_U,20210506_enamine_to_xchem.csv,ClC=1C=CC=2OCCC(NC(=O)C3CCC(O3)C(=O)N4CCCC4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,rac-ALP-UNI-dbbfd3db-6,4,100,MAT-POS-24589f88-11,Diastereomeric mixture,Z4990943472,H3082446
1181202-Y4-47,05_V,20210506_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3NN=CC23)C1,RUB-POS-1325a9ea-13,4,100,RUB-POS-1325a9ea-13,Achiral,Z4951847524,H3103494
1181202-Y4-47,05_W,20210506_enamine_to_xchem.csv,NS(=O)(=O)C=1C=CC(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)=CC1,KAD-UNI-b13decd3-3,4,100,MAT-POS-24589f88-12,Racemic or presumed racemic or meso,Z4984330287,H3089935
1181202-Y4-47,05_X,20210506_enamine_to_xchem.csv,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)C5CCOC5,MAT-POS-4223bc15-8,4,100,MAT-POS-4223bc15-8,Diastereomeric mixture,Z4973388905,H3102347
1181202-Y4-47,05_Y,20210506_enamine_to_xchem.csv,CNS(=O)(=O)C=1C=C(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)C=CC1F,KAD-UNI-cb0f2bbc-23,4,100,MAT-POS-24589f88-13,Racemic or presumed racemic or meso,Z4984330290,H3089911
1181202-Y4-47,05_Z,20210506_enamine_to_xchem.csv,CN1CCN(C(=O)C1C=2C=CC=C(Cl)C2)C=3C=NC=C4C=CC=CC34,BEN-DND-d1eb1f41-7,4,100,MAT-POS-24589f88-14,Racemic or presumed racemic or meso,Z4991928871,H3104752
1181202-Y4-47,05_AA,20210506_enamine_to_xchem.csv,ClC=1C=CC=2OCCC(CNCC=3C=CC(=CC3)N4CCNC(=O)C4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,KAD-UNI-cb0f2bbc-1,4,100,MAT-POS-24589f88-15,Racemic or presumed racemic or meso,Z4984330310,H3110170
1181202-Y4-47,05_AB,20210506_enamine_to_xchem.csv,Cl.COC(=O)NCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,MAT-POS-e6dd326d-6,4,100,MAT-POS-e6dd326d-6,Racemic or presumed racemic or meso,Z5010851086,H3089903
1181202-Y4-47,05_AC,20210506_enamine_to_xchem.csv,CC=1C=CC=2N=C(NC=3C=C(Cl)C=C(CC(=O)NC=4C=NC=C5C=CC=CC45)C3)SC2C1,LON-WEI-9739a092-5,4,100,LON-WEI-9739a092-5,Achiral,Z4925948220,H3021839
1181202-Y4-47,05_AD,20210506_enamine_to_xchem.csv,COCCN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-4223bc15-28,4,100,MAT-POS-4223bc15-28,Racemic or presumed racemic or meso,Z4973449305,H3099348
1181202-Y4-47,05_AE,20210506_enamine_to_xchem.csv,CN1C=CC(CN2CC(C(=O)NC=3C=NC=C4C=CC(F)=CC34)C=5C=C(Cl)C=CC5C2)=N1,EDJ-MED-009f762b-1,4,100,MAT-POS-24589f88-16,Racemic or presumed racemic or meso,Z4987831236,H3099332
