Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID,"Amount, mg (left)"
1181202-Y4-41,K05,20210324_enamine_to_xchem.csv,COC=1C=CC=2C=NC=C(NC(=O)C3CCOC=4C=C(F)C(Cl)=CC34)C2C1,rac-EDJ-MED-611d11e7-9,4,100,MAT-POS-96f51285-3,Racemic or presumed racemic or meso,Z4943083738,H3005127,UNK
1181202-Y4-41,L05,20210324_enamine_to_xchem.csv,CS(=O)(=O)C=1C=CC=2C=NC=C(NC(=O)C3CCOC=4C=C(F)C(Cl)=CC34)C2C1,rac-EDJ-MED-611d11e7-3,4,100,MAT-POS-96f51285-4,Racemic or presumed racemic or meso,Z4943083743,H3005121,UNK
1181202-Y4-41,M05,20210324_enamine_to_xchem.csv,FC=1C=CC=2C=NC=C(NC(=O)C3CCOC=4C=C(F)C(Cl)=CC34)C2C1,rac-EDJ-MED-611d11e7-6,4,100,MAT-POS-96f51285-5,Racemic or presumed racemic or meso,Z4943083741,H3005103,UNK
1181202-Y4-41,N05,20210324_enamine_to_xchem.csv,ClC=1C=CC=C(C1)C(NC(=O)[C@@H]2CCCO2)C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-cf4b0d25-3,4,100,EDJ-MED-cf4b0d25-3,Diastereomeric mixture,Z4949474115,H3006810,UNK
1181202-Y4-41,O05,20210324_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC2CC(=O)C=3C=CC=CC23)C1,ALP-POS-8b8a49e1-6,4,100,ALP-POS-8b8a49e1-6,Racemic or presumed racemic or meso,Z1624193949,H3014397,UNK
1181202-Y4-41,P05,20210324_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC2=CNC=3C=CC=CC23)C1,JIN-POS-6dc588a4-5,4,100,JIN-POS-6dc588a4-5,Achiral,Z4951865294,H3014464,UNK
1181202-Y4-41,Q05,20210324_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC2=NOC=3C=CC=CC23)C1,JIN-POS-6dc588a4-8,4,100,JIN-POS-6dc588a4-8,Achiral,Z1978124319,H3014462,UNK
1181202-Y4-41,R05,20210324_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2C=NN3C=CC=CC23)C1,JIN-POS-6dc588a4-9,4,100,JIN-POS-6dc588a4-9,Achiral,Z3289090394,H3014131,UNK
1181202-Y4-41,S05,20210324_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC2CS(=O)(=O)CC=3C=CC=CC23)C1,RUB-POS-1325a9ea-21,4,100,RUB-POS-1325a9ea-21,Racemic or presumed racemic or meso,Z4951847532,H3014141,UNK
1181202-Y4-41,T05,20210324_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC2COCC=3C=CC=CC23)C1,RUB-POS-1325a9ea-20,4,100,RUB-POS-1325a9ea-20,Racemic or presumed racemic or meso,Z4951847531,H3013886,UNK
1181202-Y4-41,U05,20210324_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC2C(=O)NCC=3C=CC=CC23)C1,RUB-POS-1325a9ea-7,4,100,RUB-POS-1325a9ea-7,Racemic or presumed racemic or meso,Z4951847518,H3014137,UNK
1181202-Y4-41,V05,20210324_enamine_to_xchem.csv,ClC=1C=CC=C(NC(=O)CN2C=NC=3C=CC=CC23)C1,BEN-DND-61647d40-13,4,100,BEN-DND-61647d40-13,Achiral,Z19648425,H3014124,UNK
1181202-Y4-41,W05,20210324_enamine_to_xchem.csv,OCCN1CCCC2C1CCN2C(=O)CC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56,ALP-UNI-3496895b-2,4,100,ALP-UNI-8e43a71e-2,Diastereomeric mixture,Z4914834995,H3007792,UNK
1181202-Y4-41,X05,20210324_enamine_to_xchem.csv,FC=1C=CC=2C=NC=C(NC(=O)C3CCNC=4C=C(Cl)C(Cl)=CC34)C2C1,rac-EDJ-MED-611d11e7-5,4,100,ALP-UNI-8d415491-6,Racemic or presumed racemic or meso,Z4943083742,H3002537,UNK
1181202-Y4-41,Y05,20210324_enamine_to_xchem.csv,CC1(C)NC=2C=CC=CC2C1NC(=O)CC=3C=CC=C(Cl)C3,RUB-POS-1325a9ea-24,4,100,RUB-POS-1325a9ea-24,Racemic or presumed racemic or meso,Z4951847534,H3014463,UNK
1181202-Y4-41,Z05,20210324_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3N=CC=NC23)C1,JIN-POS-6dc588a4-10,4,100,JIN-POS-6dc588a4-10,Achiral,Z4951847501,H3014133,UNK
1181202-Y4-41,AA05,20210324_enamine_to_xchem.csv,CNC(=O)COCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,ALP-POS-9c80c481-1,4,100,ALP-POS-9c80c481-1,Racemic or presumed racemic or meso,Z4935964668,H3015958,UNK
1181202-Y4-41,AB05,20210324_enamine_to_xchem.csv,NC(=O)C1(CC2(CNC(=O)CC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56)C1)CO2,KAD-UNI-80f122c8-1,4,100,KAD-UNI-80f122c8-1,Diastereomeric mixture,Z4898404654,H3007778,UNK
1181202-Y4-41,AC05,20210324_enamine_to_xchem.csv,COC=1C=CC=2C=NC=C(NC(=O)C3CCNC=4C=C(Cl)C(Cl)=CC34)C2C1,rac-EDJ-MED-611d11e7-8,4,100,MAT-POS-96f51285-6,Racemic or presumed racemic or meso,Z4943083739,H3011872,UNK
1181202-Y4-41,AD05,20210324_enamine_to_xchem.csv,CC1(CNC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-2f867453-1,4,100,EDJ-MED-2f867453-1,Racemic or presumed racemic or meso,Z4909940769,H3002540,UNK
