shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID
EDJ-MED-c8e7a002-14,Z4661830688,C14H11ClN4O,Achiral,286.716,100,200415-FTE / COVID-19,,,0,40,20,1234875-Y40-02,03_K,ClC=1C=CC=C(CC(=O)NC=2NN=C3C=CC=NC23)C1,"2-(3-chlorophenyl)-N-{2H-pyrazolo[4,3-b]pyridin-3-yl}acetamide",H2711298
MAT-POS-06036648-5,Z4661830647,C21H18ClN5O,Achiral,391.853,100,200415-FTE / COVID-19,,,0,40,20,1234875-Y40-02,03_L,CNC=1C=CC(=CC1)N(C(=O)CN2N=NC=3C=CC=CC23)C=4C=CC=C(Cl)C4,"2-(1H-1,2,3-benzotriazol-1-yl)-N-(3-chlorophenyl)-N-[4-(methylamino)phenyl]acetamide",H2716144
JAG-UCB-52b62a6f-19,Z4661830660,C18H14ClF3N4O2,Racemic or presumed racemic or meso,410.777,98.59,200415-FTE / COVID-19,,,0,40,20,1234875-Y40-02,03_M,CC1=CC(=NC2=NNC(NC(=O)C3CCOC=4C=CC(Cl)=CC34)=C12)C(F)(F)F,"6-chloro-N-[4-methyl-6-(trifluoromethyl)-2H-pyrazolo[3,4-b]pyridin-3-yl]-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2710446
EDJ-MED-e4b030d8-7,Z4657615173,C20H17ClN2O3,Single known enantiomer,368.813,100,200415-FTE / COVID-19,,,0,40,20,1234875-Y40-02,03_N,"COC=1C=C(Cl)C=C2[C@@H](CCOC12)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:8,r|","rel-(4R)-6-chloro-N-(isoquinolin-4-yl)-8-methoxy-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2720460
EDJ-MED-e4b030d8-8,Z4657615870,C20H17ClN2O3,Single known enantiomer,368.813,100,200415-FTE / COVID-19,,,0,40,20,1234875-Y40-02,03_O,"COC=1C=C(Cl)C=C2[C@H](CCOC12)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:8,r|","rel-(4R)-6-chloro-N-(isoquinolin-4-yl)-8-methoxy-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2720459
JOH-MSK-46727e7b-1,Z3006127212,C21H30N3NaO8S,Diastereomeric mixture,507.532,,200415-FTE / COVID-19,sodium(1+) ion,1,22.98977,40,20,1234875-Y40-02,03_P,[Na+].CC(C)C[C@H](NC(=O)OCC=1C=CC=CC1)C(=O)N[C@@H](CC2CCNC2=O)C(O)S(=O)(=O)[O-],sodium (2S)-2-[(2S)-2-{[(benzyloxy)carbonyl]amino}-4-methylpentanamido]-1-hydroxy-3-(2-oxopyrrolidin-3-yl)propane-1-sulfonate,T4065170
EDJ-MED-976da9a6-1,Z4598794271,C16H15ClN2O2,Achiral,302.755,99.2,200415-FTE / COVID-19,,,0,40,20,1234875-Y40-02,04_A,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3CCCOC23)C1,"2-(3-chlorophenyl)-N-{2H,3H,4H-pyrano[3,2-c]pyridin-8-yl}acetamide",H2726086
ALP-POS-6d04362c-4,Z4754476570,C23H23N5O2S,Achiral,433.526,95,200415-FTE / COVID-19,,,0,40,20,1234875-Y40-02,04_B,O=C(CN1N=NC=2C=CC=CC12)N(CC=3C=CSC3)C=4C=CC(=CC4)N5CCOCC5,"2-(1H-1,2,3-benzotriazol-1-yl)-N-[4-(morpholin-4-yl)phenyl]-N-[(thiophen-3-yl)methyl]acetamide",T4065173
ALP-POS-6d04362c-5,Z4754472187,C25H25N5O2,Achiral,427.498,95,200415-FTE / COVID-19,,,0,40,20,1234875-Y40-02,04_C,O=C(CN1N=NC=2C=CC=CC12)N(CC=3C=CC=CC3)C=4C=CC(=CC4)N5CCOCC5,"2-(1H-1,2,3-benzotriazol-1-yl)-N-benzyl-N-[4-(morpholin-4-yl)phenyl]acetamide",T4065172
ALP-POS-87c86d55-2,Z4754462008,C21H20N6O2S,Achiral,420.487,95,200415-FTE / COVID-19,,,0,40,20,1234875-Y40-02,04_D,CCC(=O)NC=1C=CC(=CC1)N(CC2=CSC=N2)C(=O)CN3N=NC=4C=CC=CC34,"N-{4-[2-(1H-1,2,3-benzotriazol-1-yl)-N-[(1,3-thiazol-4-yl)methyl]acetamido]phenyl}propanamide",T4065171
ALP-POS-a3de0cb1-5,Z4618924256,C21H21N5O,Racemic or presumed racemic or meso,359.424,97.26,200415-FTE / COVID-19,,,0,40,20,1234875-Y40-02,04_E,CC=1C=CC(=CC1)C(CC=2C=NN(C)C2)C(=O)NC3=NNC=4C=CC=CC34,N-(1H-indazol-3-yl)-3-(1-methyl-1H-pyrazol-4-yl)-2-(4-methylphenyl)propanamide,H2725321
