SMILES,shipment_ID,catalog_ID,sample_MW,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry
COC(=O)C=1SC(NS(=O)(=O)C=2C=CC(CF)=CC2)=NC1C(C)(C)C,VIJ-CYC-1a3-13,Z4444621939,386.46,98.29,4,100,1176370-Y4-01,T06,Achiral
NS(=O)(=O)C=1C=CC(=CC1)N2CCC(CC2)NC=3C=CC=CC3,WAR-XCH-b68-29,Z3075781669,331.43,80.26,4,100,1176370-Y4-01,U06,Achiral
O=C(CC1(CCCC1)C=2C=CC=CC2)NC=3C=CC=NC3,CHR-SOS-f73-4,Z4444622109,280.36,100,4,100,1176370-Y4-01,V06,Achiral
ClC=1C=NC=C(NC(=O)NC=2C=CC=NC2)C1,Z4444621923,Z4444621923,248.66,95.74,4,100,1176370-Y4-01,W06,Achiral
COC=1C=CC(NC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C3(C)CC3)C=4C=CC=NC4)=CC1,Z4444602578,Z4444602578,441.52,95.67,4,100,1176370-Y4-01,X06,Racemic or presumed racemic or meso
CS(=O)(=O)NCCC1CCCCN1CC(=O)NC=2C=CC=NC2,BEN-DND-362-10,Z1116676416,340.44,100,4,100,1176370-Y4-01,Y06,Racemic or presumed racemic or meso
CC=1C=CN=CC1NC(=O)CCNC=2C=CC(=CC2)S(=O)(=O)N,GAB-REV-70c-3,Z4444622074,334.39,98.56,4,100,1176370-Y4-01,Z06,Achiral
CC=1C=CN=CC1C=2C=CC(=CC2)S(=O)(=O)N,WAR-XCH-b72-4,Z4444621853,248.3,98.93,4,100,1176370-Y4-01,AA06,Achiral
NS(=O)(=O)C=1C=CC(=CC1)N2CCC(CC2)C3CCCO3,WAR-XCH-b72-18,Z3076817374,310.41,100,4,100,1176370-Y4-01,AB06,Racemic or presumed racemic or meso
O=C(NC1=CNC=2N=CC=CC12)NC=3C=CC=C(C#N)C3,DAR-DIA-23a-11,Z4444622148,277.28,100,4,100,1176370-Y4-01,AC06,Achiral
CNC(=O)OC1CCN(CC1)C(=O)C=2C=CC=CC2,GIA-UNK-595-2,Z4444622068,262.3,100,4,100,1176370-Y4-01,AD06,Achiral
CS(=O)(=O)NC=1C=CC=C(C1)C(=O)OC=2C=CC=C(C2)N3CCCC3=O,MAK-UNK-915-7,Z637912716,374.41,99,4,100,1176370-Y4-01,AE06,Achiral
OC(C(=O)NC=1C=CC=CC1NS(=O)(=O)C=2C=CC(F)=CC2)C=3C=CC=NC3,BAR-COM-4e0-57,Z1549140381,401.41,85.57,4,100,1176370-Y4-01,AF06,Racemic or presumed racemic or meso
CC(NC(=O)C(C)C=1C=CC(F)=C(F)C1)C=2C=CC=C(F)C2,JON-UIO-066-7,Z1264100674,307.31,99,4,100,1176370-Y4-01,A07,Diastereomeric mixture
O=C(NC(CC=1C=CC=CC1)C(=O)NCC2=CC=NO2)OCC=3C=CC=CC3,BAR-COM-4e0-19,Z1613960994,379.4,95.87,4,100,1176370-Y4-01,B07,Racemic or presumed racemic or meso
CCC=1C=CC=C(NC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C3(C)CC3)C=4C=CC=NC4)C1,Z4444602566,Z4444602566,439.54,94.21,4,100,1176370-Y4-01,C07,Racemic or presumed racemic or meso
NC=1C=NC=C(NC(=O)NC=2C=CC=C(C#N)C2)C1,Z4444622224,Z4444622224,253.25,97.17,4,100,1176370-Y4-01,D07,Achiral
COC=1C=CC(NC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C(C)(C)C)C=3C=CC=NC3)=CC1,Z4444602576,Z4444602576,443.53,91.61,4,100,1176370-Y4-01,E07,Racemic or presumed racemic or meso
CCC=1C=CC=C(C)C1NC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C3(C)CC3)C=4C=CC=NC4,Z4444602587,Z4444602587,453.57,100,4,100,1176370-Y4-01,F07,Racemic or presumed racemic or meso
NC=1C=NC=C(NC(=O)NC=2C=CC=C(Cl)C2)C1,DAR-DIA-23a-13,Z4444622197,262.69,100,4,100,1176370-Y4-01,G07,Achiral
CC=1C(F)=CC=CC1NC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C(C)(C)C)C=3C=CC=NC3,Z4444602590,Z4444602590,445.52,90,4,100,1176370-Y4-01,H07,Racemic or presumed racemic or meso
CCC=1C=CC=C(C)C1NC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C(C)(C)C)C=3C=CC=NC3,Z4444602585,Z4444602585,455.59,100,4,100,1176370-Y4-01,I07,Racemic or presumed racemic or meso
CC1(CC1)C=2C=CC(=CC2)N(C(C(=O)NC=3C=CC(Br)=CC3)C=4C=CC=NC4)C(=O)C=C,Z4444602583,Z4444602583,490.39,83.2,4,100,1176370-Y4-01,J07,Racemic or presumed racemic or meso
CCC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NC=2C=CC=CC2Br)C=3C=CC=NC3)C(=O)C=C,Z4438424217,Z4438424217,506.43,100,4,100,1176370-Y4-01,K07,Racemic or presumed racemic or meso
CC=1C(F)=CC=CC1NC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C3(C)CC3)C=4C=CC=NC4,Z4444602592,Z4444602592,443.51,100,4,100,1176370-Y4-01,L07,Racemic or presumed racemic or meso
