Cc1nn(C)c2[nH]nc(NC(=O)Cc3cccc(Cl)c3)c12,EDJ-MED-c8e7a002-6,EN300-76965,2 x N,,,
Cc1nn(C)c2[nH]nc(NC(=O)C3CCOc4ccc(Cl)cc43)c12,JAG-UCB-52b62a6f-14,,2 x N,,,
O=C(Cc1cccc(Cl)c1)Nc1c(Cl)ncn2cnnc12,EDJ-MED-c8e7a002-7,EN300-157847,2 x N,,,
O=C(Nc1c(Cl)ncn2cnnc12)C1CCOc2ccc(Cl)cc21,JAG-UCB-52b62a6f-2,,2 x N,,,
O=C(Cc1cccc(Cl)c1)Nc1c(Cl)ncn2nnnc12,EDJ-MED-c8e7a002-8,EN300-171971,2 x N,,,
O=C(Nc1c(Cl)ncn2nnnc12)C1CCOc2ccc(Cl)cc21,JAG-UCB-52b62a6f-3,,2 x N,,,
O=C(Cc1cccc(Cl)c1)Nc1n[nH]c2ccc(F)cc12,EDJ-MED-c8e7a002-9,EN300-68582,2 x N,,,
O=C(Nc1[nH]nc2ccc(F)cc12)C1CCOc2ccc(Cl)cc21,JAG-UCB-52b62a6f-4,,2 x N,,,
O=C(Cc1cccc(Cl)c1)Nc1[nH]nc2cc(F)ccc12,EDJ-MED-c8e7a002-10,EN300-100294,2 x N,,,
O=C(Nc1[nH]nc2cc(F)ccc12)C1CCOc2ccc(Cl)cc21,JAG-UCB-52b62a6f-9,,2 x N,,,
O=C(Cc1cccc(Cl)c1)Nc1n[nH]c2ccccc12,EDJ-MED-c8e7a002-11,EN300-02352,2 x N,,,
O=C(Nc1[nH]nc2ccccc12)C1CCOc2ccc(Cl)cc21,JAG-UCB-52b62a6f-6,,2 x N,,,
O=C(Cc1cccc(Cl)c1)Nc1cccc2cn[nH]c12,EDJ-MED-c8e7a002-12,EN300-28544,2 x N,,,
O=C(Nc1cccc2cn[nH]c12)C1CCOc2ccc(Cl)cc21,JAG-UCB-52b62a6f-13,,2 x N,,,
O=C(Cc1cccc(Cl)c1)Nc1[nH]nc2cccc(F)c12,EDJ-MED-c8e7a002-13,EN300-54133,2 x N,,,
O=C(Nc1[nH]nc2cccc(F)c12)C1CCOc2ccc(Cl)cc21,JAG-UCB-52b62a6f-5,,2 x N,,,
O=C(Cc1cccc(Cl)c1)Nc1[nH]nc2cccnc12,EDJ-MED-c8e7a002-14,EN300-2008069,2 x N,,,
O=C(Nc1[nH]nc2cccnc12)C1CCOc2ccc(Cl)cc21,JAG-UCB-52b62a6f-7,,2 x N,,,
O=C(Cc1cccc(Cl)c1)Nc1n[nH]c2ccnc(Br)c12,EDJ-MED-c8e7a002-15,EN300-1709231,2 x N,,,
O=C(Nc1n[nH]c2ccnc(Br)c12)C1CCOc2ccc(Cl)cc21,JAG-UCB-52b62a6f-15,,2 x N,,,
O=C(Cc1cccc(Cl)c1)Nc1n[nH]c2ccncc12,EDJ-MED-c8e7a002-16,EN300-116159,2 x N,,,
O=C(Nc1n[nH]c2ccncc12)C1CCOc2ccc(Cl)cc21,JAG-UCB-52b62a6f-16,,2 x N,,,
O=C(Cc1cccc(Cl)c1)Nc1c(Cl)ncn2c(O)nnc12,EDJ-MED-c8e7a002-17,EN300-255824,2 x N,,,
O=C(Nc1c(Cl)ncn2c(O)nnc12)C1CCOc2ccc(Cl)cc21,JAG-UCB-52b62a6f-1,,2 x N,,,
