SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments
O=C(CC(=O)N1CCOCC1)NC2CCCCC2,GIA-UNK-3f36037a-1,CVD-0001283,GIA-UNK-3f3-1,Z2933493013,98.16,40,20,1181202-Y40-01,D05,Achiral,
ClC=1C=CC=C(CC(=O)NC=2C=CC=NC2C#N)C1,AGN-NEW-c7b24fe3-4,CVD-0000060,AGN-NEW-c7b-4,Z4444622186,100.0,40,20,1181202-Y40-01,E05,Achiral,
O=C(NC=1C=CC(NC=2C=CC(C#N)=CN2)=CC1)NC=3C=CC=NC3,MAK-UNK-30aad1f1-12,CVD-0002165,MAK-UNK-30a-12,Z4444621912,100.0,40,20,1181202-Y40-01,F05,Achiral,
CN(CC(=O)NC=1C=NC=CC1C)S(=O)(=O)C=2C=CC=C3C=CC=NC23,GAB-REV-70cc3ca5-8,CVD-0001235,GAB-REV-70c-8,Z4444622216,100.0,40,20,1181202-Y40-01,G05,Achiral,
O=C(NC(CC=1C=CC=CC1)C(=O)N2CCCC2)NC=3C=CN=NC3,BAR-COM-4e090d3a-56,CVD-0000278,BAR-COM-4e0-56,Z2313212158,100.0,40,20,1181202-Y40-01,H05,Racemic or presumed racemic or meso,
OC=1C=C(Cl)C=C(CN2CCN(CC2)C(=O)CCl)C1,MAT-POS-2db6411e-2,CVD-0005029,KIM-UNI-2ee-1,Z4450620215,95.0,40,20,1181202-Y40-01,I05,Achiral,
O=C(CC(=O)N1CCOCC1)NCC=2C=CC=CC2,GIA-UNK-3f36037a-6,CVD-0001288,GIA-UNK-3f3-6,Z2933493882,98.27,40,20,1181202-Y40-01,J05,Achiral,
OC=1C=CC(NCC=2C=CC=C(C#N)C2)=CC1,MIH-UNI-6b9ca91a-5,CVD-0002816,MIH-UNI-6b9-5,Z445693752,100.0,40,20,1181202-Y40-01,K05,Achiral,
ClC=1C=CC=C(C1)C(=O)NC=2C=NC=CC2Cl,CHR-SOS-7098f804-21,CVD-0000597,CHR-SOS-709-21,Z1209475970,98.45,40,20,1181202-Y40-01,L05,Achiral,
ClC=1C=CC=C(C1)C(=O)C(C#N)C(=O)NC=2C=CC=CC2,JOH-UNI-c7afdb96-4,CVD-0004185,Z638912400,Z638912400,96.0,40,20,1181202-Y40-01,M05,Racemic or presumed racemic or meso,
CCC=1C=CC=CC1NC=2N=C(N)N=C(CSC3=NN=C4C=CC=CN34)N2,SER-UNI-985a0e14-4,CVD-0003369,SER-UNI-985-4,Z20242202,93.85,40,20,1181202-Y40-01,N05,Achiral,
O=S1(=O)CCC(C1)N2CCN(CC2)C=3N=C(N=C4C=CC=CC34)C=5C=CC=NC5,AUS-ARG-7cfdce8f-15,CVD-0000196,AUS-ARG-7cf-15,Z90167687,100.0,40,20,1181202-Y40-01,O05,Racemic or presumed racemic or meso,
CC=1C=CN=CC1NC(=O)CC=2C=CC=3NC=NC3C2,GAB-REV-70cc3ca5-18,CVD-0001223,GAB-REV-70c-18,Z4444735062,100.0,40,20,1181202-Y40-01,P05,Achiral,
OC=1C=CC(Cl)=CC1C(=O)NC=2C=NC=CC2Cl,CHR-SOS-7098f804-10,CVD-0000586,CHR-SOS-709-10,Z1570773318,100.0,40,20,1181202-Y40-01,A06,Achiral,
CC(CCC=1C=CC=CC1)N2CCN(CC2)C(=O)CCl,MAK-UNK-af83ef51-2,CVD-0002492,MAK-UNK-af8-2,Z4461624310,100.0,40,20,1181202-Y40-01,B06,Racemic or presumed racemic or meso,
FC(Cl)C(=O)N1CCCC(C1)C2=NC=3C=CC=CC3S2,JOO-IND-b13e14cc-2,CVD-0001714,JOO-IND-b13-2,Z4461624254,92.31,40,20,1181202-Y40-01,C06,Diastereomeric mixture,
ClCC(=O)N1CC2CC1CN2CC=3C=CC=C(Cl)C3,DAN-LON-a5fc619e-8,CVD-0000654,DAN-LON-a5f-8,Z4461624335,100.0,40,20,1181202-Y40-01,D06,Diastereomeric mixture,
CC1CN(CC=2C=CC=C(Cl)C2)CCN1C(=O)CCl,MED-COV-4280ac29-13,CVD-0002718,JOH-UNI-27a-29_thio_pH,Z4461624193,98.13,40,20,1181202-Y40-01,E06,Racemic or presumed racemic or meso,
ClCC(=O)N1CCN(CC=2C=C(Cl)C=C(Cl)C2)CC1,PAU-UNI-8cdd41c7-1,CVD-0003037,PAU-UNI-8cd-1,Z4461624330,100.0,40,20,1181202-Y40-01,F06,Achiral,
OC=1C=CC(O)=C(CN2CCN(CC2)C(=O)CCl)C1,NEH-REV-107bcf72-5,CVD-0002888,NEH-REV-107-5,Z4461624337,94.14,40,20,1181202-Y40-01,G06,Achiral,
CS(=O)(=O)N1CCN(CC1C=2C=CC=CC2)C(=O)CCl,DUN-NEW-f8ce3686-22,CVD-0001111,DUN-NEW-f8c-22,Z4461624304,100.0,40,20,1181202-Y40-01,H06,Racemic or presumed racemic or meso,
ClC=1C=CC=CC1CN(CCN2CCOCC2)C(=O)CNC(=O)C=C,MED-COV-4280ac29-22,CVD-0002727,JUA-UNI-bc0-3_thio_pH,Z4461624285,100.0,40,20,1181202-Y40-01,I06,Achiral,
C=CC(=O)N1CCN(CC2=CNC=3C=CC(C#N)=CC23)CC1,MAT-POS-2db6411e-1,CVD-0005028,JAN-GHE-bf4-9,Z4461624347,95.13,40,20,1181202-Y40-01,J06,Achiral,
CC(Cl)C(=O)N1CCC(CC1)C(=O)N2CCCCC2,BRU-LEF-cf996d6c-1,CVD-0000465,BRU-LEF-cf9-1,Z1562119681,97.14,40,20,1181202-Y40-01,K06,Racemic or presumed racemic or meso,
FC(Cl)C(=O)NC=1C=CC=C(C1)C(=O)N2CCSCC2,JOO-IND-6372a4f3-2,CVD-0001705,JOO-IND-637-2,Z4461624332,100.0,40,20,1181202-Y40-01,L06,Racemic or presumed racemic or meso,
ClC=1C=CC(OC=2C=CC=CC2C(=O)NCC3=CC=NO3)=C(Cl)C1,BAR-COM-4e090d3a-42,CVD-0000263,BAR-COM-4e0-42,Z1673773262,100.0,40,20,1181202-Y40-01,M06,Achiral,
"NC(=O)[C@@H]1CN(C[C@H]1C=2C=CC=CC2)C3CCOCC3 |&1:3,7,r|",DUN-NEW-f8ce3686-1,CVD-0001098,DUN-NEW-f8c-1,Z4266576100,100.0,40,20,1181202-Y40-01,N06,Racemic diastereomer with known relative stereochemistry,
CC=1N=CC=CC1C(N(C(=O)C=C)C=2C=CC(=CC2)C(C)(C)C)C(=O)NC(C)(C)C,LON-WEI-adc59df6-56,CVD-0004265,Z4457849243,Z4457849243,100.0,40,20,1181202-Y40-01,O06,Racemic or presumed racemic or meso,
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NC=2C=CC=3OCCOC3C2)C=4C=CC=NC4)C(=O)C=C,LON-WEI-adc59df6-4,CVD-0004247,Z4457849191,Z4457849191,95.98,40,20,1181202-Y40-01,P06,Racemic or presumed racemic or meso,
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NC2CC2)C=3C=CC=NC3)C(=O)C=C,LON-WEI-adc59df6-44,CVD-0004252,Z4457849231,Z4457849231,97.94,40,20,1181202-Y40-01,A07,Racemic or presumed racemic or meso,
COC=1C=CC=CC1NC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C(C)(C)C)C=3C=CC=NC3,LON-WEI-adc59df6-18,CVD-0004223,Z4457849205,Z4457849205,100.0,40,20,1181202-Y40-01,B07,Racemic or presumed racemic or meso,
COCCCNC(=O)C(N(C(=O)C=C)C=1C=CC(=CC1)C(C)(C)C)C=2C=CC=NC2,LON-WEI-adc59df6-27,CVD-0004233,Z4457849214,Z4457849214,97.28,40,20,1181202-Y40-01,C07,Racemic or presumed racemic or meso,
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCC=2C=CC=NC2)C=3C=CC=NC3)C(=O)C=C,LON-WEI-adc59df6-28,CVD-0004234,Z4457849215,Z4457849215,90.02,40,20,1181202-Y40-01,D07,Racemic or presumed racemic or meso,
COC=1C=CC(NC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C(C)(C)C)C=3C=CC=NC3)=CN1,LON-WEI-adc59df6-37,CVD-0004244,Z4457849224,Z4457849224,95.25,40,20,1181202-Y40-01,E07,Racemic or presumed racemic or meso,
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NC=2C=CC(F)=CC2)C=3C=CC=NC3)C(=O)C=C,LON-WEI-adc59df6-41,CVD-0004249,Z4457849228,Z4457849228,93.16,40,20,1181202-Y40-01,F07,Racemic or presumed racemic or meso,
OC=1C=CC(Cl)=CC1C(=O)NC=2C=CC(=CC2)[N+](=O)[O-],CHR-SOS-7098f804-3,CVD-0000599,CHR-SOS-709-3,Z244459584,86.08,40,20,1181202-Y40-01,G07,Achiral,
