CC(NC(=O)c1cc2n(n1)CCO2)(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,MAT-POS-e9e99895-5,From MAT-POS-fce787c2-7 intermediate,From in stock BB,,,
CC(NC(=O)CN1CCN(C2CC2)C1=O)(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,MAT-POS-e9e99895-6,From MAT-POS-fce787c2-7 intermediate,From in stock BB,,,
CC(NC(=O)Cc1ccc(-n2cnnn2)cc1)(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,MAT-POS-e9e99895-7,From MAT-POS-fce787c2-7 intermediate,From in stock BB,,,
Cc1nc2n(n1)CC(C(=O)NC(C)(C(=O)Nc1cncc3ccccc13)c1ccc(Cl)c(Cl)c1)CC2,MAT-POS-e9e99895-8,From MAT-POS-fce787c2-7 intermediate,From in stock BB,,,
CC(NC(=O)COc1ccc(C(N)=O)cc1)(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,MAT-POS-e9e99895-9,From MAT-POS-fce787c2-7 intermediate,From in stock BB,,,
CC(NC(=O)CN)(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,MAT-POS-e9e99895-10,From MAT-POS-fce787c2-7 intermediate,From in stock BB,,,
COCC(=O)NC(C)(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,MAT-POS-e9e99895-11,From MAT-POS-fce787c2-7 intermediate,From in stock BB,,,
CN(C)CCC(=O)NC(C)(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,MAT-POS-e9e99895-12,From MAT-POS-fce787c2-7 intermediate,From in stock BB,,,
CN1CCC(C(=O)NC(C)(C(=O)Nc2cncc3ccccc23)c2ccc(Cl)c(Cl)c2)C1,MAT-POS-e9e99895-13,From MAT-POS-fce787c2-7 intermediate,From in stock BB,,,
CN(C)C(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,MAT-POS-1f3f1a6f-2,from MAT-POS-1f3f1a6f-1 intermediate ,From in stock BB,,,
CC(=O)NC(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,MAT-POS-1f3f1a6f-3,from MAT-POS-1f3f1a6f-1 intermediate ,From in stock BB,,,
O=C(Nc1cncc2ccccc12)C(NCC1CC1)c1ccc(Cl)c(Cl)c1,MAT-POS-1f3f1a6f-4,from MAT-POS-1f3f1a6f-1 intermediate ,From in stock BB,,,
O=C1NC(c2ccc(Cl)c(Cl)c2)C(=O)N1c1cncc2ccccc12,MAT-POS-1f3f1a6f-5,from MAT-POS-1f3f1a6f-1 intermediate ,From in stock BB,,,
