SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments
CC=1C=CC(=C(C)C1)S(=O)(=O)NC2=C(N=C3C=CC=CN23)C=4C=CC=NC4,FRA-BIO-8bf1eac9-1,CVD-0001170,FRA-BIO-8bf-1,Z1393190461,96.98,40.0,20.0,1178796-Y40-04,B04,Achiral,
CC1CC(N(C(C(=O)NC(C)(C)C)C=2C=CC=NC2)C(=O)C=C)C(=O)O1,LON-WEI-adc59df6-93,CVD-0004306,Z4459610271,Z4459610271,85.0,40.0,20.0,1178796-Y40-04,C04,Diastereomeric mixture,
NCCN1C=C(C=N1)C(=O)N2CC3(CCC3)C=4C=C(Br)C=CC24,RAI-NOV-2f6a9876-5,CVD-0003150,RAI-NOV-2f6-5,Z3517605071,94.91,40.0,20.0,1178796-Y40-04,D04,Achiral,
CN(CC=1C=C(C)ON1)C(=O)NC2CCN(CC2)S(=O)(=O)C=3C=CC(C)=CC3,SIM-SYN-3099a863-1,CVD-0003471,SIM-SYN-309-1,Z493705490,100.0,40.0,20.0,1178796-Y40-04,E04,Achiral,
CN(CCC(=O)N)C(=O)C(=O)N1CC(C=2C=CC=CC2)C=3C=CC=CC3C1,REN-UFA-aaaed2d6-6,CVD-0003185,REN-UFA-aaa-6,Z2314958464,100.0,40.0,20.0,1178796-Y40-04,F04,Racemic or presumed racemic or meso,
COC=1C=C(OC)C=C(OC=2C=CC=C(CNC(=O)CN3N=NC=4C=CC=CC34)C2)C1,MAT-POS-c79fcd02-1,CVD-0006317,AAR-POS-8a4e0f60-6-2,Z2076951424,96.79,40.0,20.0,1178796-Y40-04,G04,Achiral,
CNCCN(C)C(=O)C(=O)N1CC(C=2C=CC=CC2)C=3C=CC=CC3C1,REN-UFA-aaaed2d6-5,CVD-0003184,REN-UFA-aaa-5,Z2377567082,96.72,40.0,20.0,1178796-Y40-04,H04,Racemic or presumed racemic or meso,
CC#CCC(CO)N(C(C(=O)NC(C)(C)C)C=1C=CC=NC1)C(=O)C=C,LON-WEI-adc59df6-72,CVD-0004283,Z4459610244,Z4459610244,83.85,40.0,20.0,1178796-Y40-04,I04,Diastereomeric mixture,
ClCC(=O)N1CCN(CCNC(=O)C=2C=CC=C3C=CC=CC23)CC1,STE-KUL-2e0d2e88-2,CVD-0003485,STE-KU -2e0-2,Z4444622185,85.0,40.0,20.0,1178796-Y40-04,J04,Achiral,
ClC=1C=CC=C(C1)N(CCC2CCCCC2)C(=O)NC=3C=CC=NC3,JOR-UNI-2fc98d0b-12,CVD-0001724,JOR-UNI-2fc-12,Z4444622115,95.0,40.0,20.0,1178796-Y40-04,K04,Achiral,
ClC=1C=CC=C(C1)N(CCN2CCOCC2)C(=O)NC=3C=CC=NC3,JOR-UNI-2fc98d0b-6,CVD-0001734,JOR-UNI-2fc-6,Z4444622054,95.0,40.0,20.0,1178796-Y40-04,L04,Achiral,
ClCC(=O)N1CCN(CC1)S(=O)(=O)C=2C=CC(CC=3C=CC=C4C=CC=CC34)=CC2,MED-COV-4280ac29-5,CVD-0002746,MAK-UNK-e05-8_thio_pH,Z4461624262,90.0,40.0,20.0,1178796-Y40-04,M04,Achiral,
CC(C)CC1CN(CCN1CC=2C=CC=C(Cl)C2)C(=O)CCl,DAN-LON-a5fc619e-3,CVD-0000649,DAN-LON-a5f-3,Z4461624291,98.15,40.0,20.0,1178796-Y40-04,N04,Racemic or presumed racemic or meso,imperfect match for DAN-LON-a5fc619e-3
ClCC(=O)N1CCN(CC2=CN=C(CC=3C=CC=CC3)S2)CC1,MED-COV-4280ac29-25,CVD-0002730,MAK-UNK-e4a-21_thio_pH,Z4461624323,98.29,40.0,20.0,1178796-Y40-04,O04,Achiral,
CS(=O)(=O)N1CCC=2C=CC(CN3CCN(CC3)C(=O)CCl)=CC2C1,TAM-UNI-d1c3dd9f-5,CVD-0003584,TAM-UNI-d1c-5,Z4461624277,90.73,40.0,20.0,1178796-Y40-04,P04,Achiral,
COC=1C=CC(=CC1)N2C=C(CN3CCN(CC3)C(=O)CCl)N=N2,ANT-STE-dbb91f63-1,CVD-0000186,ANT-STE-dbb-1,Z4461624325,95.0,40.0,20.0,1178796-Y40-04,A05,Achiral,
O=S(=O)(CC1=NC(=NO1)C=2C=CN=CC2)NC=3C=CC(=CC3)N4CCCCC4,FRA-BIO-8bf1eac9-12,CVD-0001173,FRA-BIO-8bf-12,Z1197799213,84.91,40.0,20.0,1178796-Y40-04,B05,Achiral,
ClC=1C=CC=C(CC(=O)NC=2C=CC=NC2)C1,EDG-MED-0da5ad92-2,CVD-0004776,EDG-MED-0da5ad92-2,Z1079621790,95.0,40.0,20.0,1178796-Y40-04,C05,Achiral,
CC=1C=C(Cl)C=C(CC2CCN(CC2)C(=O)CCl)C1,NIR-THE-0d6461ce-8,CVD-0002982,NIR-THE-0d6-8,Z4461624308,95.0,40.0,20.0,1178796-Y40-04,D05,Achiral,
CC=1N=CC=CC1NC(=O)CC=2C=CC=C(Cl)C2,EDG-MED-0da5ad92-14,CVD-0004770,EDG-MED-0da5ad92-14,Z1303530476,95.0,40.0,20.0,1178796-Y40-04,E05,Achiral,
CC=1C=CN=CC1NC(=O)CC=2C=CC=C(C2)C(F)(F)F,JAN-GHE-83b26c96-14,CVD-0004565,ALP-POS-95b75b4d-3,Z1129283357,95.0,40.0,20.0,1178796-Y40-04,F05,Achiral,
CC=1C=CC(CC(=O)NC=2C=NC=CC2C)=CC1,JAN-GHE-83b26c96-11,CVD-0004624,JAN-GHE-83b26c96-11,Z1129285086,95.0,40.0,20.0,1178796-Y40-04,G05,Achiral,
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NC=2C=CC=3OCOC3C2)C=4C=CC=NC4)C(=O)C=C,LON-WEI-adc59df6-43,CVD-0004251,Z4457849230,Z4457849230,100.0,40.0,20.0,1178796-Y40-04,H05,Racemic or presumed racemic or meso,
CC(COC=1C=CC=C(F)C1)N(C(C(=O)NC(C)(C)C)C=2C=CC=NC2)C(=O)C=C,LON-WEI-adc59df6-66,CVD-0004276,Z4459610238,Z4459610238,100.0,40.0,20.0,1178796-Y40-04,I05,Diastereomeric mixture,
CC(C)(C)NC(=O)C(N(C(=O)C=C)C=1C=CC=2CCCC=CC2C1)C=3C=CC=NC3,LON-WEI-adc59df6-102,CVD-0004213,Z4459610283,Z4459610283,100.0,40.0,20.0,1178796-Y40-04,J05,Racemic or presumed racemic or meso,
CC(C)(C)NC(=O)C(N(C1CCOC1=O)C(=O)C=C)C=2C=CC=NC2,LON-WEI-adc59df6-96,CVD-0004309,Z4459610276,Z4459610276,99.0,40.0,20.0,1178796-Y40-04,K05,Diastereomeric mixture,
COC=1C=CC=CC1OCCNC(=O)C2=CC(=O)NC=3C=CC=CC23,MAT-POS-916a2c5a-2,CVD-0002707,Z57980660,Z57980660,100.0,,,,,Achiral,
