SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments
[O-][N+](=O)C=1C=CC=2N(CC=3C=CC=CC3)C(=O)C(=O)C2C1,LOR-NOR-c954e7ad-6,CVD-0013678,LOR-NOR-c954e7ad-1,Z229837880,95.0,40,20,1178796-Y40-26,04_C,Achiral,
OC(=O)CN1C(=O)C(=O)C=2C=C(C=CC12)[N+](=O)[O-],LOR-NOR-c954e7ad-5,CVD-0013677,LOR-NOR-c954e7ad-2,Z56793418,92.0,40,20,1178796-Y40-26,04_D,Achiral,
ClC=1C=CC=C(CC(=O)NC2=NNC=3C=CN=C(Br)C23)C1,EDJ-MED-c8e7a002-15,CVD-0013499,EDJ-MED-c8e7a002-15,Z4661830690,100.0,40,20,1178796-Y40-26,04_E,Achiral,
ClC=1C=CC=2CCCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,ALP-POS-477dc5b7-1,CVD-0013211,ALP-POS-477dc5b7-1,Z4655756136,100.0,40,20,1178796-Y40-26,04_F,Racemic or presumed racemic or meso,
"C[C@@H]1COC=2C=CC(Cl)=CC2[C@@H]1C(=O)NC=3C=NC=C4C=CC=CC34 |o1:1,11,r|",MAT-POS-8a69d52e-7,CVD-0013296,MAT-POS-8a69d52e-5,Z4669835236,100.0,40,20,1178796-Y40-26,04_G,Single known enantiomer,
"C[C@H]1COC=2C=CC(Cl)=CC2[C@H]1C(=O)NC=3C=NC=C4C=CC=CC34 |o1:1,11,r|",MAT-POS-8a69d52e-5,CVD-0013294,MAT-POS-8a69d52e-7,Z4669837363,100.0,40,20,1178796-Y40-26,04_H,Single known enantiomer,
"C[C@@H]1COC=2C=CC(Cl)=CC2[C@H]1C(=O)NC=3C=NC=C4C=CC=CC34 |o1:1,11,r|",MAT-POS-8a69d52e-6,CVD-0013295,EDJ-MED-e4b030d8-11,Z4669834442,100.0,40,20,1178796-Y40-26,04_I,Single known enantiomer,
COC=1C=CC=2N(N=C(N)C2C1)C(=O)CC=3C=CC=C(Cl)C3,MAT-POS-0c8fa4a7-2,CVD-0013695,MAT-POS-0c8fa4a7-2,Z4669992423,100.0,40,20,1178796-Y40-26,04_J,Achiral,
COC=1C=CC=2NN=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,EDJ-MED-c8e7a002-2,CVD-0013486,EDJ-MED-c8e7a002-2,Z1550667938,100.0,40,20,1178796-Y40-26,04_K,Achiral,
"C[C@H]1COC=2C=CC(Cl)=CC2[C@@H]1C(=O)NC=3C=NC=C4C=CC=CC34 |o1:1,11,r|",EDJ-MED-e4b030d8-11,CVD-0013208,MAT-POS-8a69d52e-6,Z4669835830,100.0,40,20,1178796-Y40-26,04_L,Single known enantiomer,
ClC=1C=CC=C(CC(C(=O)NN2N=NC=3C=CC=CC23)C=4C=CC(=CC4)N5CCCCC5=O)C1,ALP-POS-a3de0cb1-13,CVD-0013042,ALP-POS-a3de0cb1-13,Z4618924281,98.31,40,20,1178796-Y40-26,04_M,Racemic or presumed racemic or meso,
