SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=NC3)C(=O)C4=CC=C(Cl)O4,MAT-POS-f2460aef-4,CVD-0013167,MAT-POS-f2460aef-4,Z4638571691,100.0,40,20,1178796-Y40-23,03_G,Racemic or presumed racemic or meso,
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=NC3)C(=O)C4=CNC=N4,MAT-POS-f2460aef-3,CVD-0013166,MAT-POS-f2460aef-3,Z4638576909,93.65,40,20,1178796-Y40-23,03_H,Racemic or presumed racemic or meso,
CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(NS(=O)(=O)C)C2,WIL-MOD-03b86a88-5,CVD-0009671,WIL-MOD-03b86a88-5,Z4609618525,93.21,40,20,1178796-Y40-23,03_I,Achiral,
CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(OCC3=NN=C(O3)C4CCCCC4)C2,CHO-MSK-6e55470f-7,CVD-0013066,CHO-MSK-6e55470f-7,Z4623427637,98.62,40,20,1178796-Y40-23,03_J,Achiral,
COC=1C=CC=2N=NN(CC(=O)N(CC=3C=CC=CN3)C=4C=CC(=CC4)C5CCNCC5)C2C1,ALP-POS-c0c213c9-1,CVD-0006318,ALP-POS-c0c213c9-1,Z4653393040,99.165,40,20,1178796-Y40-23,03_K,Achiral,
O=C(CC=1C=CC=NC1)N(CC(=O)N2CCNCC2)C=3C=CC(=CC3)C=4N=CC=CN4,ALP-POS-c0c213c9-10,CVD-0006327,ALP-POS-c0c213c9-10,Z4653399755,91.0,40,20,1178796-Y40-23,03_L,Achiral,
CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(C2)S(=O)(=O)N,RAL-THA-6b94ceba-13,CVD-0011612,RAL-THA-6b94ceba-13,Z4609618492,100.0,40,20,1178796-Y40-23,03_M,Achiral,
ClC=1C=CC=C(NC(=O)CN2N=NC=3C=CC=CC23)C1,BEN-DND-61647d40-12,CVD-0004590,MAT-POS-bfb445d4-1,Z73230289,100.0,40,20,1178796-Y40-23,03_N,Achiral,
ClC=1C=C2CCOC2=C(CC(=O)NC=3C=NC=C4C=CC=CC34)C1,MAT-POS-bbbbc21a-3,CVD-0013195,MAT-POS-bbbbc21a-3,Z1666837583,100.0,40,20,1178796-Y40-23,03_O,Achiral,
ClC=1C=CC=C(CC(=O)NC=2C=NC=C3N=CNC23)C1,MAT-POS-f7918075-8,CVD-0012965,MAT-POS-f7918075-8,Z4610110901,100.0,40,20,1178796-Y40-23,03_P,Achiral,
CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(NS(=O)(=O)N)C2,WIL-MOD-03b86a88-6,CVD-0009672,WIL-MOD-03b86a88-6,Z4609618526,87.15,40,20,1178796-Y40-23,04_A,Achiral,
CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(OCC3=CC(=NO3)C=4C=CC(Cl)=CC4)C2,CHO-MSK-6e55470f-19,CVD-0013078,CHO-MSK-6e55470f-19,Z4623427649,91.0,40,20,1178796-Y40-23,04_B,Achiral,
BrC=1C=CC=2OCCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,MAT-POS-11b63608-1,,MAT-POS-11b63608-1,Z4644964245,96.37,40,20,1178796-Y40-23,04_C,Racemic or presumed racemic or meso,
COC=1C=CC(Cl)=CC1CC(=O)NC=2C=NC=C3C=CC=CC23,MAT-POS-3b92565d-1,CVD-0011616,MAT-POS-3b92565d-1,Z1530718726,100.0,40,20,1178796-Y40-23,04_D,Achiral,
CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(NC3CCCC3O)C2,MAT-POS-044491d2-1,CVD-0012932,MAT-POS-044491d2-1,Z4609618438,94.85,40,20,1178796-Y40-23,04_E,Racemic or presumed racemic or meso,
ClC=1C=CC=2OCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,MAT-POS-f7918075-2,CVD-0012962,MAT-POS-f7918075-2,Z1848696683,100.0,40,20,1178796-Y40-23,04_F,Racemic or presumed racemic or meso,
"ClC=1C=CC=2OCC[C@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1 |o1:8,r|",MAT-POS-b3e365b9-2,CVD-0013192,MAT-POS-b3e365b9-2,Z4646695532,100.0,40,20,1178796-Y40-23,04_G,Single known enantiomer,
"ClC=1C=CC=2OCC[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1 |o1:8,r|",MAT-POS-b3e365b9-1,CVD-0013191,MAT-POS-b3e365b9-1,Z4646694589,100.0,40,20,1178796-Y40-23,04_H,Single known enantiomer,
ClC=1C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C=C(OC4CCC(=O)N4)C1,MAT-POS-9ff17035-1,CVD-0012740,MAT-POS-9ff17035-1,Z4606129267,68.46,40,20,1178796-Y40-23,04_I,Racemic or presumed racemic or meso,
ClC=1C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C=C(OC4=CC=CC(=O)N4)C1,MAT-POS-9ff17035-2,CVD-0012741,MAT-POS-9ff17035-2,Z4606129268,100.0,40,20,1178796-Y40-23,04_J,Achiral,
FC(F)(F)C=1C=CC=C(C1)N2CCN(CC2)C(=O)C3=CC(=O)NC=4C=CC=CC34,,,ERI-UCB-a0b0dbcb-4,Z56927911,100.0,40,20,1178796-Y40-23,04_K,Achiral,not found
OC=1C=C(C(=O)N2CCN(CC2)C=3C=CC=C(Cl)C3)C=4C=CC=CC4N1,,,ERI-UCB-a0b0dbcb-2,Z30884023,99.05,40,20,1178796-Y40-23,04_L,Achiral,not found
OC=1C=C(C(=O)N2CCN(CC=3C=CC=C(Cl)C3)CC2)C=4C=CC=CC4N1,,,ERI-UCB-a0b0dbcb-12,Z52131059,97.0,40,20,1178796-Y40-23,04_M,Achiral,not found
OC=1C=C(C(=O)N2CCN(CC=3C=CC=C(C3)C(F)(F)F)CC2)C=4C=CC=CC4N1,,,ERI-UCB-a0b0dbcb-13,Z62874075,99.03,40,20,1178796-Y40-23,04_N,Achiral,not found
CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(OCC3=NNC=4C=CC=CC34)C2,MAT-POS-173a45da-2,,MAT-POS-173a45da-2,Z4654072870,93.78,40,20,1178796-Y40-23,04_O,Achiral,
