SMILES,CID,orders,comments
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC(N2CCC(O)C2)C1,EDG-MED-ba1ac7b9-4,20210125_moonshot_to_enamine.csv,
CCC(CO)N1CCN(C(=O)CC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,EDG-MED-ba1ac7b9-5,20210125_moonshot_to_enamine.csv,
CC(C)N(CC#N)C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-ba1ac7b9-6,20210125_moonshot_to_enamine.csv,
CC1OCCN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-ba1ac7b9-7,20210125_moonshot_to_enamine.csv,
N#CCN(C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CC1,EDG-MED-ba1ac7b9-8,20210125_moonshot_to_enamine.csv,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCCC1c1nc[nH]n1,EDG-MED-ba1ac7b9-9,20210125_moonshot_to_enamine.csv,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCCC1c1cc[nH]n1,EDG-MED-ba1ac7b9-10,20210125_moonshot_to_enamine.csv,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCCC1c1cn[nH]c1,EDG-MED-ba1ac7b9-11,20210125_moonshot_to_enamine.csv,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCC1c1nnn[nH]1,EDG-MED-ba1ac7b9-12,20210125_moonshot_to_enamine.csv,
CN1C[C@@H]2C[C@H]1CN2C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-ba1ac7b9-13,20210125_moonshot_to_enamine.csv,
CN1CCN(C(=O)CC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1C#N,EDG-MED-ba1ac7b9-14,20210125_moonshot_to_enamine.csv,
CC1CN(C)CCN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-ba1ac7b9-15,20210125_moonshot_to_enamine.csv,
Cn1cncc1CN(C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CC1,EDG-MED-ba1ac7b9-16,20210125_moonshot_to_enamine.csv,
Cn1ccnc1CN(C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CC1,EDG-MED-ba1ac7b9-17,20210125_moonshot_to_enamine.csv,
CC1Cn2nccc2CN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-ba1ac7b9-18,20210125_moonshot_to_enamine.csv,
CC1c2nncn2CCN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-ba1ac7b9-19,20210125_moonshot_to_enamine.csv,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCOCC1CC(F)F,EDG-MED-ba1ac7b9-20,20210125_moonshot_to_enamine.csv,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCC1Cn1ccnc1,EDG-MED-ba1ac7b9-21,20210125_moonshot_to_enamine.csv,
NC(=O)C1Cc2[nH]cnc2CN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-ba1ac7b9-22,20210125_moonshot_to_enamine.csv,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1C[C@@H]2C[C@H]1CN2CC(F)F,EDG-MED-ba1ac7b9-23,20210125_moonshot_to_enamine.csv,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N(CC(F)(F)F)C1COC1,EDG-MED-ba1ac7b9-24,20210125_moonshot_to_enamine.csv,
CC1CN(C(=O)CC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CCN1CCO,EDG-MED-ba1ac7b9-25,20210125_moonshot_to_enamine.csv,
C[C@H]1CN(C(=O)CC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)[C@H](C)CN1CCO,EDG-MED-ba1ac7b9-26,20210125_moonshot_to_enamine.csv,
CC1CN(CCO)CCN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-ba1ac7b9-27,20210125_moonshot_to_enamine.csv,
CN(CCO)C1CCN(C(=O)CC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,EDG-MED-ba1ac7b9-28,20210125_moonshot_to_enamine.csv,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N(Cc1ccc(O)cn1)C1CC1,EDG-MED-ba1ac7b9-29,20210125_moonshot_to_enamine.csv,
CN1CCC(N(CCO)C(=O)CC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,EDG-MED-ba1ac7b9-30,20210125_moonshot_to_enamine.csv,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCN(C2CCCOC2)CC1,EDG-MED-ba1ac7b9-31,20210125_moonshot_to_enamine.csv,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCN(C2CCOCC2)CC1,EDG-MED-ba1ac7b9-32,20210125_moonshot_to_enamine.csv,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCS(=O)(=O)N2CCCCC12,ALP-UNI-8e43a71e-1,20210125_moonshot_to_enamine.csv,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC2C1CCCN2CCO,ALP-UNI-8e43a71e-2,20210125_moonshot_to_enamine.csv,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC1CCN(c2ccn[nH]2)C1=O,ALP-UNI-8e43a71e-4,20210125_moonshot_to_enamine.csv,
N#CCCN1CCN(C(=O)CC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,ALP-UNI-8e43a71e-7,20210125_moonshot_to_enamine.csv,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCN(CCCO)CC1,ALP-UNI-8e43a71e-8,20210125_moonshot_to_enamine.csv,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCN(CC(F)(F)CO)CC1,ALP-UNI-8e43a71e-10,20210125_moonshot_to_enamine.csv,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC(Cc2nn[nH]n2)CC1,ALP-UNI-8e43a71e-11,20210125_moonshot_to_enamine.csv,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)Nc1ccn(C2CCNC2=O)n1,ALP-UNI-8e43a71e-12,20210125_moonshot_to_enamine.csv,
Cn1nc2c(cc1=O)CN(C(=O)CC1(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc31)CC2,ALP-UNI-8e43a71e-13,20210125_moonshot_to_enamine.csv,
Cc1cc(=O)n2[nH]c(NC(=O)CC3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)nc2n1,ALP-UNI-8e43a71e-14,20210125_moonshot_to_enamine.csv,
NC(=O)C1CC2CC(NC(=O)CC3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)C2C1,ALP-UNI-8e43a71e-15,20210125_moonshot_to_enamine.csv,
NS(=O)(=O)c1ccc(CNC(=O)CC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1,ALP-UNI-8e43a71e-16,20210125_moonshot_to_enamine.csv,
COCC1(C(=O)Nc2cncc3ccccc23)CC(=O)Nc2cc(Cl)c(Cl)cc21,EDJ-MED-4f704dc9-2,20210125_moonshot_to_enamine.csv,
COC1(C(=O)Nc2cncc3ccccc23)CCNc2cc(Cl)c(Cl)cc21,EDJ-MED-4f704dc9-1,20210125_moonshot_to_enamine.csv,
COC1(C(=O)Nc2cncc3ccccc23)CCOc2c(F)cc(F)cc21,EDJ-MED-37aac4bd-4,20210125_moonshot_to_enamine.csv,
COCC1(C(=O)Nc2cncc3ccccc23)CCOc2cc(Cl)c(Cl)cc21,EDJ-MED-37aac4bd-2,20210125_moonshot_to_enamine.csv,
O=C1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)c(Cl)cc2N1,ALP-POS-fe871b40-16,20210125_moonshot_to_enamine.csv,
COC1(C(=O)Nc2cncc3ccccc23)CCNc2cc(F)c(Cl)cc21,ALP-POS-fe871b40-12,20210125_moonshot_to_enamine.csv,
COC1(C(=O)Nc2cncc3ccccc23)CCOc2cc(F)c(Cl)cc21,ALP-POS-fe871b40-11,20210125_moonshot_to_enamine.csv,
COC1(C(=O)Nc2cncc3ccccc23)CCNc2c(C#N)cc(Cl)cc21,ALP-POS-fe871b40-4,20210125_moonshot_to_enamine.csv,
N#Cc1cc(Cl)cc2c1NCCC2C(=O)Nc1cncc2ccccc12,ALP-POS-fe871b40-2,20210125_moonshot_to_enamine.csv,
O=C(Nc1cncc2ccccc12)C1NCCc2ccc(Cl)cc21,MAT-POS-fb82b63d-1,20210214_moonshot_to_enamine.csv,
CN1CCc2ccc(Cl)cc2C1C(=O)Nc1cncc2ccccc12,MAT-POS-fb82b63d-3,20210214_moonshot_to_enamine.csv,
O=C1NCC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21,MIC-UNK-91acba05-1,20210214_moonshot_to_enamine.csv,
O=C1NC2(COc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12,VLA-UNK-70dd90ef-4,20210214_moonshot_to_enamine.csv,
O=C1NC2(C(=O)Nc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12,VLA-UNK-70dd90ef-2,20210214_moonshot_to_enamine.csv,
O=C1Nc2ccc(Cl)cc2C12CCN(c1cncc3ccccc13)C2=O,MAT-POS-a9372f04-1,20210214_moonshot_to_enamine.csv,
COC1(C(=O)Nc2cncc(N)c2C)CCOc2ccc(Cl)cc21,ALP-POS-5de921e7-1,20210504_moonshot_to_enamine.csv,
COC1(C(=O)Nc2c(C)ccnc2N)CCOc2ccc(Cl)cc21,ALP-POS-5de921e7-3,20210504_moonshot_to_enamine.csv,
COC1(C(=O)Nc2c(C)cc[nH]c2=O)CCOc2ccc(Cl)cc21,ALP-POS-5de921e7-4,20210504_moonshot_to_enamine.csv,
COC1(C(=O)Nc2cnc(N)cc2C)CCOc2ccc(Cl)cc21,ALP-POS-5de921e7-5,20210504_moonshot_to_enamine.csv,
COC1(C(=O)Nc2c[nH]c(=O)cc2C)CCOc2ccc(Cl)cc21,ALP-POS-5de921e7-6,20210504_moonshot_to_enamine.csv,
COC1(C(=O)Nc2cncc3ccc(C(F)(F)F)cc23)CCOc2ccc(Cl)cc21,ALP-POS-93b3621f-3,20210504_moonshot_to_enamine.csv,
CNc1cncc(NC(=O)C2CCOc3ccc(Cl)cc32)c1C,MAT-POS-afb6844f-1,20210504_moonshot_to_enamine.csv,
Cc1c(NC(=O)C2CCOc3ccc(Cl)cc32)cncc1N(C)C,MAT-POS-afb6844f-2,20210504_moonshot_to_enamine.csv,
CCNc1cncc(NC(=O)C2CCOc3ccc(Cl)cc32)c1C,MAT-POS-afb6844f-3,20210504_moonshot_to_enamine.csv,
Nc1cncc(NC(=O)C2CCOc3ccc(Cl)cc32)c1C1CC1,MAT-POS-afb6844f-4,20210504_moonshot_to_enamine.csv,
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)N2CCOCC2)Cc2ccc(Cl)cc21,EDJ-MED-1981ceba-1,20210504_moonshot_to_enamine.csv,
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)N2CCC2)Cc2ccc(Cl)cc21,EDJ-MED-1981ceba-2,"20210504_moonshot_to_enamine.csv, 20210625_moonshot_to_enamine.csv",
COC1CN(S(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)C1,EDJ-MED-1981ceba-3,"20210504_moonshot_to_enamine.csv, 20210625_moonshot_to_enamine.csv",
N#CC1CN(S(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)C1,EDJ-MED-1981ceba-4,"20210504_moonshot_to_enamine.csv, 20210625_moonshot_to_enamine.csv",
CN1CCN(S(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CC1,EDJ-MED-1981ceba-5,20210504_moonshot_to_enamine.csv,
CNS(=O)(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,EDJ-MED-fa7708b3-1,20210504_moonshot_to_enamine.csv,
O=C(Nc1cncc2ccccc12)C1CN(Cc2ncn[nH]2)Cc2ccc(Cl)cc21,EDJ-MED-fa7708b3-2,20210504_moonshot_to_enamine.csv,
Cc1n[nH]c(CN2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)n1,EDJ-MED-fa7708b3-3,20210504_moonshot_to_enamine.csv,
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CC1,MAT-POS-dc2604c4-1,20210504_moonshot_to_enamine.csv,
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CNC1,MAT-POS-dc2604c4-3,20210504_moonshot_to_enamine.csv,
N#CCCS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-dc2604c4-4,"20210504_moonshot_to_enamine.csv, 20210711_moonshot_to_enamine.csv",
O=C(Cc1cccc(Cl)c1)NC1C(=O)Nc2ccccc21,VLA-UCB-1dbca3b4-1,"20200812_moonshot_to_enamine.csv, 20210323_moonshot_to_enamine.csv",
Cn1ncc2cncc(NC(=O)C3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)c21,MAT-POS-bfd29aac-1,20210715_moonshot_to_enamine.csv,
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4cn[nH]c34)C2)CC1,MAT-POS-bfd29aac-2,20210715_moonshot_to_enamine.csv,
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CC1,MAT-POS-e194df51-1,20210715_moonshot_to_enamine.csv,
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@H](C(=O)Nc3cncc4ccccc34)C2)CC1,MAT-POS-e194df51-2,20210715_moonshot_to_enamine.csv,
O=C(Cc1cc(Cl)cc(OC2CCC(=O)N2)c1)Nc1cncc2ccccc12,MAT-POS-9ff17035-1,20200805_moonshot_to_enamine.csv,
O=C(Cc1cc(Cl)cc(Oc2cccc(=O)[nH]2)c1)Nc1cncc2ccccc12,MAT-POS-9ff17035-2,20200805_moonshot_to_enamine.csv,
O=C(Cc1cc(Cl)cc(Oc2cccnc2)c1)Nc1cncc2ccccc12,MAT-POS-9ff17035-3,20200805_moonshot_to_enamine.csv,
COC1(C(=O)Nc2cncc3ccccc23)CN(S(C)(=O)=O)Cc2ccc(Cl)cc21,ALP-POS-5290f14d-1,20210330_moonshot_to_enamine.csv,
CO[C@]1(C(=O)Nc2cncc3ccc(F)cc23)CN(S(C)(=O)=O)Cc2ccc(Cl)cc21,EDJ-MED-841e0cf0-3,20210330_moonshot_to_enamine.csv,
O=C(Oc1cncc2ccccc12)C1CCOc2ccc(Cl)cc21,DAR-DIA-6a508060-2,20210330_moonshot_to_enamine.csv,
O=C1N(c2cncc3ccccc23)CC[C@]12COc1ccc(Cl)cc12,JAG-UCB-f37eaa14-3,20210330_moonshot_to_enamine.csv,
CNS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-1,20210330_moonshot_to_enamine.csv,
CN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-2,20210330_moonshot_to_enamine.csv,
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)C2CC2)Cc2ccc(Cl)cc21,MAT-POS-4223bc15-3,20210330_moonshot_to_enamine.csv,
COCCS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-4,20210330_moonshot_to_enamine.csv,
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)CCO)Cc2ccc(Cl)cc21,MAT-POS-4223bc15-5,20210330_moonshot_to_enamine.csv,
CCS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-6,20210330_moonshot_to_enamine.csv,
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)C2COC2)Cc2ccc(Cl)cc21,MAT-POS-4223bc15-7,20210330_moonshot_to_enamine.csv,
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)C2CCOC2)Cc2ccc(Cl)cc21,MAT-POS-4223bc15-8,20210330_moonshot_to_enamine.csv,
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)C2CCCC2O)Cc2ccc(Cl)cc21,MAT-POS-4223bc15-9,20210330_moonshot_to_enamine.csv,
N#CC1CC(S(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)C1,MAT-POS-4223bc15-10,20210330_moonshot_to_enamine.csv,
CC1CCN(S(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)C1,MAT-POS-4223bc15-11,20210330_moonshot_to_enamine.csv,
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CCC1,MAT-POS-4223bc15-12,"20210330_moonshot_to_enamine.csv, 20210625_moonshot_to_enamine.csv",
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)C2CCC2O)Cc2ccc(Cl)cc21,MAT-POS-4223bc15-13,20210330_moonshot_to_enamine.csv,
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)CC2CNC2)Cc2ccc(Cl)cc21,MAT-POS-4223bc15-14,20210330_moonshot_to_enamine.csv,
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)C2CNC2)Cc2ccc(Cl)cc21,MAT-POS-4223bc15-15,20210330_moonshot_to_enamine.csv,
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)N2CCCC2CO)Cc2ccc(Cl)cc21,MAT-POS-4223bc15-16,20210330_moonshot_to_enamine.csv,
O=C(Nc1cncc2ccccc12)C1CN(C(=O)C2CC2)Cc2ccc(Cl)cc21,MAT-POS-4223bc15-17,20210330_moonshot_to_enamine.csv,
CN(C)C(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-18,20210330_moonshot_to_enamine.csv,
COC(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,RAL-THA-6e4c80cf-1,20210330_moonshot_to_enamine.csv,
CCOC(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,RAL-THA-6e4c80cf-2,20210330_moonshot_to_enamine.csv,
O=C(O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-21,20210330_moonshot_to_enamine.csv,
COC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-22,20210330_moonshot_to_enamine.csv,
CNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-23,"20210330_moonshot_to_enamine.csv, 20210625_moonshot_to_enamine.csv",
CN(C)C(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-24,20210330_moonshot_to_enamine.csv,
NC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-25,20210330_moonshot_to_enamine.csv,
O=C(Nc1cncc2ccccc12)C1CN(CC(F)(F)F)Cc2ccc(Cl)cc21,MAT-POS-4223bc15-26,20210330_moonshot_to_enamine.csv,
CC(C)(O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-27,20210330_moonshot_to_enamine.csv,
COCCN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-28,20210330_moonshot_to_enamine.csv,
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)c2ncc[nH]2)Cc2ccc(Cl)cc21,MAT-POS-4223bc15-30,20210330_moonshot_to_enamine.csv,
Cn1ncc(S(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)n1,MAT-POS-4223bc15-31,20210330_moonshot_to_enamine.csv,
O=C(Nc1cncc2ccccc12)C1CN(c2ncc[nH]2)Cc2ccc(Cl)cc21,MAT-POS-4223bc15-32,20210330_moonshot_to_enamine.csv,
Cn1ccnc1N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-34,20210330_moonshot_to_enamine.csv,
N#CCC(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-33,20210330_moonshot_to_enamine.csv,
O=C(Nc1cncc2ccccc12)C1CN(C(=O)c2cnco2)Cc2ccc(Cl)cc21,MAT-POS-4223bc15-36,20210330_moonshot_to_enamine.csv,
Cn1nncc1C(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-37,20210330_moonshot_to_enamine.csv,
O=C(Nc1cncc2ccccc12)C1CN(C(=O)c2ncco2)Cc2ccc(Cl)cc21,MAT-POS-4223bc15-38,20210330_moonshot_to_enamine.csv,
Cc1nocc1C(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-39,20210330_moonshot_to_enamine.csv,
Cn1nccc1C(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-40,20210330_moonshot_to_enamine.csv,
Cn1cncc1C(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-41,20210330_moonshot_to_enamine.csv,
N#CCN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,PET-UNK-162c14b2-1,20210330_moonshot_to_enamine.csv,
Cn1ccc(CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccc(F)cc34)C2)n1,EDJ-MED-009f762b-1,20210330_moonshot_to_enamine.csv,
Cc1nc(CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccc(F)cc34)C2)cs1,EDJ-MED-009f762b-2,20210330_moonshot_to_enamine.csv,
