shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID
EDJ-MED-3c65e9ce-2,Z4878360700,C16H22N4O2,Achiral,302.371,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-33,03_K,CC(=O)N1CCN(CC(=O)NC=2C=NC=CC2C3CC3)CC1,2-(4-acetylpiperazin-1-yl)-N-(4-cyclopropylpyridin-3-yl)acetamide,H2833460
rel-EDJ-MED-12c115cc-1,Z4878369117,C18H13ClN2O2,Single known enantiomer,324.761,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-33,03_L,"ClC=1C=CC=2OC[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1 |o1:7,r|","rel-(3R)-5-chloro-N-(isoquinolin-4-yl)-2,3-dihydro-1-benzofuran-3-carboxamide",H2831174
rel-EDJ-MED-12c115cc-2,Z4878369335,C18H13ClN2O2,Single known enantiomer,324.761,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-33,03_M,"ClC=1C=CC=2OC[C@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1 |o1:7,r|","rel-(3R)-5-chloro-N-(isoquinolin-4-yl)-2,3-dihydro-1-benzofuran-3-carboxamide",H2831178
rel1-EDJ-MED-eff36d94-1,Z4765708398,C19H15ClN2O3,Single known enantiomer,354.787,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-33,03_N,"[O-][N+]=1C=C(NC(=O)[C@@H]2CCOC=3C=CC(Cl)=CC23)C=4C=CC=CC4C1 |o1:7,r|","rel-4-[(4R)-6-chloro-3,4-dihydro-2H-1-benzopyran-4-amido]isoquinolin-2-ium-2-olate",H2822982
rel2-EDJ-MED-eff36d94-1,Z4765710023,C19H15ClN2O3,Single known enantiomer,354.787,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-33,03_O,"[O-][N+]=1C=C(NC(=O)[C@H]2CCOC=3C=CC(Cl)=CC23)C=4C=CC=CC4C1 |o1:7,r|","rel-4-[(4R)-6-chloro-3,4-dihydro-2H-1-benzopyran-4-amido]isoquinolin-2-ium-2-olate",H2822981
EDJ-MED-bbe8e3da-2,Z4765682201,C23H24N2O5,Achiral,408.447,88.13,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-33,03_P,COC=1C=CC=C2NC(=O)C=C(C(=O)NCCOC=3C=CC=CC3OCC4CC4)C12,"N-{2-[2-(cyclopropylmethoxy)phenoxy]ethyl}-5-methoxy-2-oxo-1,2-dihydroquinoline-4-carboxamide",H2829666
EDJ-MED-3c65e9ce-4,Z1424817568,C14H21N3O,Achiral,247.336,97.52,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-33,04_A,CC1CCN(CC(=O)NC=2C=NC=CC2C)CC1,2-(4-methylpiperidin-1-yl)-N-(4-methylpyridin-3-yl)acetamide,H2833361
BEN-DND-4f474d93-2,Z4765682197,C18H14ClN3O2,Single known enantiomer,339.775,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-33,04_B,ClC=1C=CC=2OCC[C@@H](C(=O)NC=3C=NC=C4C=CN=CC34)C2C1,"(4R)-6-chloro-N-(2,6-naphthyridin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2858742
Z4893319302,Z4893319302,C19H13Cl2N3O2,Racemic or presumed racemic or meso,386.231,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-33,04_C,ClC=1C=C(Cl)C=2NC(=O)CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,"6,8-dichloro-N-(isoquinolin-4-yl)-2-oxo-1,2,3,4-tetrahydroquinoline-4-carboxamide",H2853161
rac-EDJ-MED-a6bd50ad-1,Z4878378763,C19H14ClN3O2,Racemic or presumed racemic or meso,351.786,97.86,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-33,04_D,ClC=1C=CC=2NC(=O)CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,"6-chloro-N-(isoquinolin-4-yl)-2-oxo-1,2,3,4-tetrahydroquinoline-4-carboxamide",H2843521
