shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg"
MAT-POS-45b13633-3,Z4973373667,C22H22ClN3O2,Racemic or presumed racemic or meso,395.881,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-47,05_K,CN(C)CC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,"6-chloro-4-[(dimethylamino)methyl]-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3105630,
MIC-UNK-91acba05-1,Z4925948215,C19H14ClN3O2,Racemic or presumed racemic or meso,351.786,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-47,05_L,ClC=1C=CC=2C(=O)NCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,"6-chloro-N-(isoquinolin-4-yl)-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3108603,
MAT-POS-4223bc15-33,Z4973449267,C22H17ClN4O2,Racemic or presumed racemic or meso,404.848,98.54,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-47,05_M,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)C(=O)CC#N,"6-chloro-2-(2-cyanoacetyl)-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3099340,
KAD-UNI-cb0f2bbc-5,Z4984330307,C31H31ClN4O5,Racemic or presumed racemic or meso,575.054,90.44,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-47,05_N,CNC(=O)COC=1C=CC(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)=CC1OC,"6-chloro-N-(isoquinolin-4-yl)-4-{[({3-methoxy-4-[(methylcarbamoyl)methoxy]phenyl}methyl)amino]methyl}-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3110172,
MAT-POS-45b13633-2,Z4973373685,C21H20ClN3O2,Racemic or presumed racemic or meso,381.855,98.7,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-47,05_O,CNCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,"6-chloro-N-(isoquinolin-4-yl)-4-[(methylamino)methyl]-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3105634,
KAD-UNI-cb0f2bbc-6,Z4984330306,C30H26ClN7O3,Racemic or presumed racemic or meso,568.025,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-47,05_P,NC(=O)C=1C=CN(N1)C=2C=CC(CNCC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56)=CN2,"1-(5-{[({6-chloro-4-[(isoquinolin-4-yl)carbamoyl]-3,4-dihydro-2H-1-benzopyran-4-yl}methyl)amino]methyl}pyridin-2-yl)-1H-pyrazole-3-carboxamide",H3101518,
MAT-POS-e6dd326d-13,Z4973373638,C24H25ClN4O3,Racemic or presumed racemic or meso,452.933,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-47,05_Q,CN(C)C(=O)CNCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,"6-chloro-4-({[(dimethylcarbamoyl)methyl]amino}methyl)-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3089891,
KAD-UNI-b13decd3-4,Z4984330286,C27H24ClFN4O4S,Racemic or presumed racemic or meso,555.020,90.75,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-47,05_R,NS(=O)(=O)C=1C=CC(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)=CC1F,"6-chloro-4-({[(3-fluoro-4-sulfamoylphenyl)methyl]amino}methyl)-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3099368,
KAD-UNI-cb0f2bbc-21,Z4984330292,C28H24ClN7O2,Racemic or presumed racemic or meso,525.988,98.82,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-47,05_S,CN1C=C(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)N6N=CC(C#N)=C16,"6-chloro-4-{[({7-cyano-1-methyl-1H-pyrazolo[1,5-a]imidazol-3-yl}methyl)amino]methyl}-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3089914,
MAT-POS-4223bc15-21,Z5010851090,C21H19Cl2N3O3,Racemic or presumed racemic or meso,432.299,91.82,200415-FTE / COVID-19,hydrogen chloride,1,36.46094,4,100,1181202-Y4-47,05_T,Cl.OC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,"2-{6-chloro-4-[(isoquinolin-4-yl)carbamoyl]-1,2,3,4-tetrahydroisoquinolin-2-yl}acetic acid hydrochloride",H3099346,
rac-ALP-UNI-dbbfd3db-6,Z4990943472,C29H29ClN4O5,Diastereomeric mixture,549.017,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-47,05_U,ClC=1C=CC=2OCCC(NC(=O)C3CCC(O3)C(=O)N4CCCC4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,"6-chloro-N-(isoquinolin-4-yl)-4-[5-(pyrrolidine-1-carbonyl)oxolane-2-amido]-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3082446,
RUB-POS-1325a9ea-13,Z4951847524,C14H11ClN4O,Achiral,286.716,90,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-47,05_V,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3NN=CC23)C1,"2-(3-chlorophenyl)-N-{1H-pyrazolo[3,4-c]pyridin-4-yl}acetamide",H3103494,
KAD-UNI-b13decd3-3,Z4984330287,C27H25ClN4O4S,Racemic or presumed racemic or meso,537.029,93.09,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-47,05_W,NS(=O)(=O)C=1C=CC(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)=CC1,"6-chloro-N-(isoquinolin-4-yl)-4-({[(4-sulfamoylphenyl)methyl]amino}methyl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3089935,
MAT-POS-4223bc15-8,Z4973388905,C23H22ClN3O4S,Diastereomeric mixture,471.956,95,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-47,05_X,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)C5CCOC5,"6-chloro-N-(isoquinolin-4-yl)-2-(oxolane-3-sulfonyl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3102347,
KAD-UNI-cb0f2bbc-23,Z4984330290,C28H26ClFN4O4S,Racemic or presumed racemic or meso,569.046,90.27,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-47,05_Y,CNS(=O)(=O)C=1C=C(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)C=CC1F,"6-chloro-4-[({[4-fluoro-3-(methylsulfamoyl)phenyl]methyl}amino)methyl]-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3089911,
BEN-DND-d1eb1f41-7,Z4991928871,C20H18ClN3O,Racemic or presumed racemic or meso,351.829,96.79,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-47,05_Z,CN1CCN(C(=O)C1C=2C=CC=C(Cl)C2)C=3C=NC=C4C=CC=CC34,3-(3-chlorophenyl)-1-(isoquinolin-4-yl)-4-methylpiperazin-2-one,H3104752,
KAD-UNI-cb0f2bbc-1,Z4984330310,C31H30ClN5O3,Racemic or presumed racemic or meso,556.054,91.69,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-47,05_AA,ClC=1C=CC=2OCCC(CNCC=3C=CC(=CC3)N4CCNC(=O)C4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,"6-chloro-N-(isoquinolin-4-yl)-4-[({[4-(3-oxopiperazin-1-yl)phenyl]methyl}amino)methyl]-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3110170,
MAT-POS-e6dd326d-6,Z5010851086,C22H21Cl2N3O4,Racemic or presumed racemic or meso,462.325,98.41,200415-FTE / COVID-19,hydrogen chloride,1,36.46094,4,100,1181202-Y4-47,05_AB,Cl.COC(=O)NCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,"methyl N-({6-chloro-4-[(isoquinolin-4-yl)carbamoyl]-3,4-dihydro-2H-1-benzopyran-4-yl}methyl)carbamate hydrochloride",H3089903,
LON-WEI-9739a092-5,Z4925948220,C25H19ClN4OS,Achiral,458.962,91.29,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-47,05_AC,CC=1C=CC=2N=C(NC=3C=C(Cl)C=C(CC(=O)NC=4C=NC=C5C=CC=CC45)C3)SC2C1,"2-{3-chloro-5-[(6-methyl-1,3-benzothiazol-2-yl)amino]phenyl}-N-(isoquinolin-4-yl)acetamide",H3021839,
MAT-POS-4223bc15-28,Z4973449305,C22H22ClN3O2,Racemic or presumed racemic or meso,395.881,94.97,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-47,05_AD,COCCN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,"6-chloro-N-(isoquinolin-4-yl)-2-(2-methoxyethyl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3099348,
EDJ-MED-009f762b-1,Z4987831236,C24H21ClFN5O,Racemic or presumed racemic or meso,449.907,97.5,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-47,05_AE,CN1C=CC(CN2CC(C(=O)NC=3C=NC=C4C=CC(F)=CC34)C=5C=C(Cl)C=CC5C2)=N1,"6-chloro-N-(6-fluoroisoquinolin-4-yl)-2-[(1-methyl-1H-pyrazol-3-yl)methyl]-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3099332,
