shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID
rel-EDG-MED-971238d3-1-2,Z4839375773,C19H15ClN2O3,Single uknown enantiomer,354.787,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,04_K,"O[C@@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:1,r|","rel-(4R)-6-chloro-4-hydroxy-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2859872
PET-UNK-752bebd6-1,Z4780165416,C16H18N2O4,Achiral,302.325,95.69,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,04_L,COC=1C=CC=CC1OCCNC(=O)C2=CC(=O)C=CN2C,"N-[2-(2-methoxyphenoxy)ethyl]-1-methyl-4-oxo-1,4-dihydropyridine-2-carboxamide",H2858532
BEN-DND-c852c98b-5,Z4765682192,C20H17ClN2O4S,Racemic or presumed racemic or meso,416.877,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,04_M,CS(=O)(=O)C=1C=CC=2C=NC=C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)C2C1,"6-chloro-N-(6-methanesulfonylisoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2858816
RAL-THA-8416115c-1,Z4878360706,C26H22ClN3O,Racemic or presumed racemic or meso,427.925,96.48,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,04_N,ClC=1C=CC=2N(CC=3C=CC=CC3)CCC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,"1-benzyl-6-chloro-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroquinoline-4-carboxamide",H2861151
RAL-THA-8416115c-13,Z4886054138,C22H19ClN6O,Racemic or presumed racemic or meso,418.878,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,04_O,ClC=1C=CC=2N(CC3=NC=NN3)CCC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,"6-chloro-N-(isoquinolin-4-yl)-1-[(1H-1,2,4-triazol-5-yl)methyl]-1,2,3,4-tetrahydroquinoline-4-carboxamide",H2861177
RAL-THA-2d450e86-30,Z4897371036,C16H12ClN3O,Achiral,297.738,91,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,04_P,ClC=1C=NC=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,2-(5-chloropyridin-3-yl)-N-(isoquinolin-4-yl)acetamide,H2862469
RAL-THA-1d44ff04-8,Z4872701243,C19H14ClN5O,Achiral,363.800,97.52,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,05_A,ClC=1C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C=C(C1)C4=NN=CN4,"2-[3-chloro-5-(4H-1,2,4-triazol-3-yl)phenyl]-N-(isoquinolin-4-yl)acetamide",H2863704
ALP-POS-c0c213c9-6,Z4909843683,C23H23N5O2S,Achiral,433.526,,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,05_B,CC(C)(C(=O)N)C=1C=CC(=CC1)N(CC=2C=CSC2)C(=O)CN3N=NC=4C=CC=CC34,"2-{4-[2-(1H-1,2,3-benzotriazol-1-yl)-N-[(thiophen-3-yl)methyl]acetamido]phenyl}-2-methylpropanamide",T4065189
ALP-POS-c0c213c9-20,Z4909843969,C21H23N7O2,Achiral,405.453,98,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,05_C,O=C(CN1C=CN=N1)N(CC(=O)N2CCNCC2)C=3C=CC(=CC3)C=4C=CC=CN4,"N-[2-oxo-2-(piperazin-1-yl)ethyl]-N-[4-(pyridin-2-yl)phenyl]-2-(1H-1,2,3-triazol-1-yl)acetamide",T4065191
ALP-POS-c0c213c9-16,Z4909843840,C20H27N7O3,Achiral,413.473,91,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,05_D,O=C(CN1C=CN=N1)N(CC(=O)N2CCNCC2)C=3C=CC(=CC3)N4CCOCC4,"N-[4-(morpholin-4-yl)phenyl]-N-[2-oxo-2-(piperazin-1-yl)ethyl]-2-(1H-1,2,3-triazol-1-yl)acetamide",T4065190
MAT-POS-5d65ec79-1,Z4886054150,C23H22ClN3O3,Racemic or presumed racemic or meso,423.892,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,05_E,CN(C)C(=O)CC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,"6-chloro-4-[(dimethylcarbamoyl)methyl]-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2865853
MAT-POS-1f3f1a6f-1,Z4898404646,C17H13Cl2N3O,Racemic or presumed racemic or meso,346.210,93.2,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,05_F,NC(C(=O)NC=1C=NC=C2C=CC=CC12)C=3C=CC(Cl)=C(Cl)C3,"2-amino-2-(3,4-dichlorophenyl)-N-(isoquinolin-4-yl)acetamide",H2867012
RAL-THA-8416115c-5,Z4886054128,C23H20ClN5O,Racemic or presumed racemic or meso,417.890,90.03,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,05_G,ClC=1C=CC=2N(CC3=NC=CN3)CCC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,"6-chloro-1-[(1H-imidazol-2-yl)methyl]-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroquinoline-4-carboxamide",H2868367
RAL-THA-2d450e86-2,Z1530720358,C17H13ClN2O,Achiral,296.750,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,05_H,ClC=1C=CC(CC(=O)NC=2C=NC=C3C=CC=CC23)=CC1,2-(4-chlorophenyl)-N-(isoquinolin-4-yl)acetamide,H2863612
RAL-THA-2d450e86-19,Z2174386430,C17H12ClFN2O,Achiral,314.741,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,05_I,FC=1C(Cl)=CC=CC1CC(=O)NC=2C=NC=C3C=CC=CC23,2-(3-chloro-2-fluorophenyl)-N-(isoquinolin-4-yl)acetamide,H2863886
RAL-THA-8416115c-6,Z4886054131,C23H20ClN5O,Racemic or presumed racemic or meso,417.890,85.95,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,05_J,ClC=1C=CC=2N(CC3=CC=NN3)CCC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,"6-chloro-N-(isoquinolin-4-yl)-1-[(1H-pyrazol-5-yl)methyl]-1,2,3,4-tetrahydroquinoline-4-carboxamide",H2868183
RAL-THA-2d450e86-5,Z1530719670,C18H13N3O,Achiral,287.315,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,05_K,O=C(CC=1C=CC(C#N)=CC1)NC=2C=NC=C3C=CC=CC23,2-(4-cyanophenyl)-N-(isoquinolin-4-yl)acetamide,H2863885
RAL-THA-2d450e86-31,Z1530718531,C18H13F3N2O,Achiral,330.303,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,05_L,FC(F)(F)C=1C=CC=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,N-(isoquinolin-4-yl)-2-[3-(trifluoromethyl)phenyl]acetamide,H2865913
rac-EDG-MED-971238d3-2,Z4881057181,C20H17ClN2O3,Racemic or presumed racemic or meso,368.813,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,05_M,OCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,"6-chloro-4-(hydroxymethyl)-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2858815
rel-DAR-DIA-5ff57136-9-2,Z4895126884,C24H19ClN2O5,Single unknown enantiomer,450.871,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,05_N,"COC(=O)/C=C/C(=O)N(C(=O)[C@H]1CCOC=2C=CC(Cl)=CC12)C=3C=NC=C4C=CC=CC34 |o1:11,r|","rel-methyl (2E)-4-{1-[(4R)-6-chloro-3,4-dihydro-2H-1-benzopyran-4-yl]-N-(isoquinolin-4-yl)formamido}-4-oxobut-2-enoate",H2839389
rel-DAR-DIA-5ff57136-9-1,Z4895126897,C24H19ClN2O5,Single unknown enantiomer,450.871,97.59,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,05_O,"COC(=O)/C=C/C(=O)N(C(=O)[C@@H]1CCOC=2C=CC(Cl)=CC12)C=3C=NC=C4C=CC=CC34 |o1:11,r|","rel-methyl (2E)-4-{1-[(4R)-6-chloro-3,4-dihydro-2H-1-benzopyran-4-yl]-N-(isoquinolin-4-yl)formamido}-4-oxobut-2-enoate",H2839390
RAL-THA-2d450e86-6,Z4897371022,C17H12ClFN2O,Achiral,314.741,95.8,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,05_P,FC=1C=CC(CC(=O)NC=2C=NC=C3C=CC=CC23)=CC1Cl,2-(3-chloro-4-fluorophenyl)-N-(isoquinolin-4-yl)acetamide,H2865973
RAL-THA-2d450e86-39,Z1530724071,C18H16N2O2,Achiral,292.331,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,06_A,COC=1C=CC=CC1CC(=O)NC=2C=NC=C3C=CC=CC23,N-(isoquinolin-4-yl)-2-(2-methoxyphenyl)acetamide,H2865968
MAT-POS-fce787c2-3,Z4897373827,C18H14Cl2N2O,Racemic or presumed racemic or meso,345.222,96.1,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,06_B,CC(C(=O)NC=1C=NC=C2C=CC=CC12)C=3C=CC(Cl)=C(Cl)C3,"2-(3,4-dichlorophenyl)-N-(isoquinolin-4-yl)propanamide",H2865916
ALP-UNI-3735e77e-2,Z4897373675,C19H14Cl2N2O2,Racemic or presumed racemic or meso,373.232,97.75,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,06_C,ClC=1C=C(Cl)C=2OCCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,"6,8-dichloro-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2870620
RAL-THA-2d450e86-24,Z4897371032,C17H12Cl2N2O,Achiral,331.195,83.63,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-34,06_D,ClC=1C=CC(Cl)=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,"2-(2,5-dichlorophenyl)-N-(isoquinolin-4-yl)acetamide",H2865920
