shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID
Z2439299153,Z2439299153,C19H28N2O3S,Racemic or presumed racemic or meso,364.502,99.24,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_R,CCC=1C=CC(=CC1C(=O)N2CCC(CC2)C3CCNC3)S(=O)(=O)C,1-(2-ethyl-5-methanesulfonylbenzoyl)-4-(pyrrolidin-3-yl)piperidine,H0120106
Z2439293442,Z2439293442,C20H31N3O3S,Racemic or presumed racemic or meso,393.543,98.96,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_S,CN(C)S(=O)(=O)C=1C=C(C=C(C)C1C)C(=O)N2CCC(CC2)C3CCNC3,"N,N,2,3-tetramethyl-5-[4-(pyrrolidin-3-yl)piperidine-1-carbonyl]benzene-1-sulfonamide",H0117825
Z2894086884,Z2894086884,C22H18N2O2,Single known enantiomer,342.390,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_T,O=C(NC=1C=CC=CC1)[C@H](N2CC=3C=CC=CC3C2=O)C=4C=CC=CC4,"(2R)-2-(1-oxo-2,3-dihydro-1H-isoindol-2-yl)-N,2-diphenylacetamide",H0497420
Z3018686122,Z3018686122,C23H27N3O2,Diastereomeric mixture,377.479,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_U,CNCC1CCCN(C1)C(=O)[C@H](N2CC=3C=CC=CC3C2=O)C=4C=CC=CC4,"2-[(1R)-2-{3-[(methylamino)methyl]piperidin-1-yl}-2-oxo-1-phenylethyl]-2,3-dihydro-1H-isoindol-1-one",H1231097
Z2452091905,Z2452091905,C23H29N3O,Racemic or presumed racemic or meso,363.495,98.77,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_V,CC=1C=CC(NC=2C=CC=CC2C(=O)N3CCC(CC3)C4CCNC4)=CC1,4-methyl-N-{2-[4-(pyrrolidin-3-yl)piperidine-1-carbonyl]phenyl}aniline,H0102595
Z2452091739,Z2452091739,C21H29N3O2,Racemic or presumed racemic or meso,355.473,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_W,O=C(N1CCC(CC1)C2CCNC2)C=3C=CC=C(CN4CCCC4=O)C3,1-({3-[4-(pyrrolidin-3-yl)piperidine-1-carbonyl]phenyl}methyl)pyrrolidin-2-one,H0104554
Z2452093371,Z2452093371,C17H24ClN3O3S,Racemic or presumed racemic or meso,385.908,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_X,CS(=O)(=O)NC=1C=CC(Cl)=CC1C(=O)N2CCC(CC2)C3CCNC3,N-{4-chloro-2-[4-(pyrrolidin-3-yl)piperidine-1-carbonyl]phenyl}methanesulfonamide,H0104556
Z2439297518,Z2439297518,C18H22F2N4O,Racemic or presumed racemic or meso,348.390,92.22,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_Y,FC(F)C1=NC=2C=C(C=CC2N1)C(=O)N3CCC(CC3)C4CCNC4,"2-(difluoromethyl)-5-[4-(pyrrolidin-3-yl)piperidine-1-carbonyl]-1H-1,3-benzodiazole",H0498560
Z2452091204,Z2452091204,C17H24N2O3S,Racemic or presumed racemic or meso,336.449,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_Z,CS(=O)(=O)C=1C=CC=CC1C(=O)N2CCC(CC2)C3CCNC3,1-(2-methanesulfonylbenzoyl)-4-(pyrrolidin-3-yl)piperidine,H0122335
Z2439294073,Z2439294073,C21H31ClN2O3,Racemic or presumed racemic or meso,394.935,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_AA,CCCOC=1C(Cl)=CC(=CC1OCC)C(=O)N2CCC(CC2)C3CCNC3,1-(3-chloro-5-ethoxy-4-propoxybenzoyl)-4-(pyrrolidin-3-yl)piperidine,H0120057
Z2894086906,Z2894086906,C19H20N2O3,Single known enantiomer,324.373,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_AB,COCCNC(=O)[C@H](N1CC=2C=CC=CC2C1=O)C=3C=CC=CC3,"(2R)-N-(2-methoxyethyl)-2-(1-oxo-2,3-dihydro-1H-isoindol-2-yl)-2-phenylacetamide",H0497409
Z2894086942,Z2894086942,C22H17FN2O2,Single known enantiomer,360.380,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_AC,FC=1C=CC=C(NC(=O)[C@H](N2CC=3C=CC=CC3C2=O)C=4C=CC=CC4)C1,"(2R)-N-(3-fluorophenyl)-2-(1-oxo-2,3-dihydro-1H-isoindol-2-yl)-2-phenylacetamide",H0497405
Z2894086885,Z2894086885,C21H17N3O2,Single known enantiomer,343.378,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_AD,O=C(NC=1C=CC=NC1)[C@H](N2CC=3C=CC=CC3C2=O)C=4C=CC=CC4,"(2R)-2-(1-oxo-2,3-dihydro-1H-isoindol-2-yl)-2-phenyl-N-(pyridin-3-yl)acetamide",H0497419
Z2894086897,Z2894086897,C23H17N3O2,Single known enantiomer,367.399,95.96,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_AE,O=C(NC=1C=CC=CC1C#N)[C@H](N2CC=3C=CC=CC3C2=O)C=4C=CC=CC4,"(2R)-N-(2-cyanophenyl)-2-(1-oxo-2,3-dihydro-1H-isoindol-2-yl)-2-phenylacetamide",H0497942
Z2894086940,Z2894086940,C24H22N2O2,Single known enantiomer,370.443,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_AF,O=C(NCCC=1C=CC=CC1)[C@H](N2CC=3C=CC=CC3C2=O)C=4C=CC=CC4,"(2R)-2-(1-oxo-2,3-dihydro-1H-isoindol-2-yl)-2-phenyl-N-(2-phenylethyl)acetamide",H0497403
Z2894086916,Z2894086916,C21H18N2O2S,Single known enantiomer,362.444,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,06_A,O=C(NCC1=CC=CS1)[C@H](N2CC=3C=CC=CC3C2=O)C=4C=CC=CC4,"(2R)-2-(1-oxo-2,3-dihydro-1H-isoindol-2-yl)-2-phenyl-N-[(thiophen-2-yl)methyl]acetamide",H0497411
BEN-DND-b89db3f2-2,Z4778736895,C15H13ClN2O3,Racemic or presumed racemic or meso,304.728,93.96,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,06_B,ClC=1C=CC=2OCCC(C(=O)NC=3C=CNC(=O)C3)C2C1,"6-chloro-N-(2-oxo-1,2-dihydropyridin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2795770
Z2439292805,Z2439292805,C19H25N3O2,Racemic or presumed racemic or meso,327.420,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,06_C,O=C(N1CCC(CC1)C2CCNC2)C=3C=CC=4NC(=O)CCC4C3,"6-[4-(pyrrolidin-3-yl)piperidine-1-carbonyl]-1,2,3,4-tetrahydroquinolin-2-one",H0114785
Z2439297967,Z2439297967,C21H31FN4O,Racemic or presumed racemic or meso,374.495,91,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,06_D,CN1CCN(CC1)C=2C=CC(F)=CC2C(=O)N3CCC(CC3)C4CCNC4,1-{4-fluoro-2-[4-(pyrrolidin-3-yl)piperidine-1-carbonyl]phenyl}-4-methylpiperazine,H0120086
Z2439300068,Z2439300068,C20H29FN2O2,Racemic or presumed racemic or meso,348.454,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,06_E,CC(C)OCC=1C=C(C=CC1F)C(=O)N2CCC(CC2)C3CCNC3,1-{4-fluoro-3-[(propan-2-yloxy)methyl]benzoyl}-4-(pyrrolidin-3-yl)piperidine,H0119820
Z2439299236,Z2439299236,C22H27N3O,Racemic or presumed racemic or meso,349.469,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,06_F,CC=1C(=CC=CC1C=2C=CC=CN2)C(=O)N3CCC(CC3)C4CCNC4,2-{2-methyl-3-[4-(pyrrolidin-3-yl)piperidine-1-carbonyl]phenyl}pyridine,H0117800
Z2439297746,Z2439297746,C19H26F2N2O2,Racemic or presumed racemic or meso,352.418,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,06_G,CC=1C=C(C=C(C)C1OC(F)F)C(=O)N2CCC(CC2)C3CCNC3,"1-[4-(difluoromethoxy)-3,5-dimethylbenzoyl]-4-(pyrrolidin-3-yl)piperidine",H0120979
Z2439299847,Z2439299847,C20H28N4O2,Racemic or presumed racemic or meso,356.461,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,06_H,O=C(N1CCC(CC1)C2CCNC2)C=3C=CC=C(C3)N4CCCNC4=O,"1-{3-[4-(pyrrolidin-3-yl)piperidine-1-carbonyl]phenyl}-1,3-diazinan-2-one",H0120080
