shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg (left)"
EDJ-MED-e69ed63d-10,Z5335933824,C26H25ClN4O5S,Racemic or presumed racemic or meso,541.018,98.08,COVID-19,,,0,40,20,1178796-Y40-81,03_N,CS(=O)(=O)C=1C=CC=2C(NC(=O)C3CN(CC(=O)NC4CCC4)C(=O)C=5C=CC(Cl)=CC35)=CN=CC2C1,"6-chloro-2-[(cyclobutylcarbamoyl)methyl]-N-(7-methanesulfonylisoquinolin-4-yl)-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3515851,58.1
EDJ-MED-e69ed63d-8,Z5335933818,C24H23ClN4O5S,Racemic or presumed racemic or meso,514.981,100,COVID-19,,,0,40,20,1178796-Y40-81,03_O,CCNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=C(C=CC23)S(=O)(=O)C)C=4C=C(Cl)C=CC4C1=O,"6-chloro-2-[(ethylcarbamoyl)methyl]-N-(7-methanesulfonylisoquinolin-4-yl)-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3513226,45.2
MAT-POS-c7726e07-3,Z5370893186,C22H18ClFN4O3,Single unknown enantiomer,440.854,100,COVID-19,,,0,40,20,1178796-Y40-81,03_P,"CNC(=O)CN1C[C@H](C(=O)NC=2C=NC=C3C=CC(F)=CC23)C=4C=C(Cl)C=CC4C1=O |o1:7,r|","rel-(4R)-6-chloro-N-(6-fluoroisoquinolin-4-yl)-2-[(methylcarbamoyl)methyl]-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3538822,9
EDJ-MED-12c4873b-2,Z5261485073,C24H21ClN4O3,Racemic or presumed racemic or meso,448.901,100,COVID-19,,,0,40,20,1178796-Y40-81,04_A,CNC(=O)C1(CC1)N2CC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2=O,"6-chloro-N-(isoquinolin-4-yl)-2-[1-(methylcarbamoyl)cyclopropyl]-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3532697,82.7
EDJ-MED-12c4873b-8,Z5261485079,C23H19ClN4O3,Diastereomeric mixture,434.874,100,COVID-19,,,0,40,20,1178796-Y40-81,04_B,ClC=1C=CC=2C(=O)N(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)C5CNC(=O)C5,"6-chloro-N-(isoquinolin-4-yl)-1-oxo-2-(5-oxopyrrolidin-3-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3532693,68.7
MAT-POS-c7726e07-4,Z5370893187,C22H18ClFN4O3,Single unknown enantiomer,440.854,100,COVID-19,,,0,40,20,1178796-Y40-81,04_C,"CNC(=O)CN1C[C@@H](C(=O)NC=2C=NC=C3C=CC(F)=CC23)C=4C=C(Cl)C=CC4C1=O |o1:7,r|","rel-(4R)-6-chloro-N-(6-fluoroisoquinolin-4-yl)-2-[(methylcarbamoyl)methyl]-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3538821,8.6
MAT-POS-c88128cb-14,Z5367986302,C20H18ClN3O5S2,Racemic or presumed racemic or meso,479.957,100,COVID-19,,,0,40,20,1178796-Y40-81,04_D,CC1(CNS(=O)(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=C(C=CC34)S(=O)(=O)C,"6-chloro-N-(7-methanesulfonylisoquinolin-4-yl)-4-methyl-1,1-dioxo-3,4-dihydro-2H-1??,2-benzothiazine-4-carboxamide",H3540040,1.6
MAT-POS-c88128cb-12,Z5367986300,C19H15ClFN3O3S,Racemic or presumed racemic or meso,419.857,90.22,COVID-19,,,0,40,20,1178796-Y40-81,04_E,CC1(CNS(=O)(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC(F)=CC34,"6-chloro-N-(6-fluoroisoquinolin-4-yl)-4-methyl-1,1-dioxo-3,4-dihydro-2H-1??,2-benzothiazine-4-carboxamide",H3540036,1.8
ALP-POS-1cbc2fae-2,Z5115885783,C20H18ClN3O3S,Racemic or presumed racemic or meso,415.893,98.25,COVID-19,,,0,40,20,1178796-Y40-81,04_F,CCC1(CNS(=O)(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,"6-chloro-4-ethyl-N-(isoquinolin-4-yl)-1,1-dioxo-3,4-dihydro-2H-1??,2-benzothiazine-4-carboxamide",H3540031,7.4
ALP-POS-1460fd94-1,Z5261485070,C24H25ClN4O3,Racemic or presumed racemic or meso,452.933,100,COVID-19,,,0,40,20,1178796-Y40-81,04_G,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=C(COC)C=CC23)C=4C=C(Cl)C=CC4C1,"6-chloro-N-[7-(methoxymethyl)isoquinolin-4-yl]-2-[(methylcarbamoyl)methyl]-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3544328,9.4
EDJ-MED-12c4873b-6,Z5261485077,C23H19ClN4O3,Diastereomeric mixture,434.874,93,COVID-19,,,0,40,20,1178796-Y40-81,04_H,ClC=1C=CC=2C(=O)N(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)C5CCNC5=O,"6-chloro-N-(isoquinolin-4-yl)-1-oxo-2-(2-oxopyrrolidin-3-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3532699,6.8
MAT-POS-c7726e07-6,Z5370893189,C24H23ClN4O2,Single unknown enantiomer,434.918,100,COVID-19,,,0,40,20,1178796-Y40-81,04_I,"CNC(=O)CN1CC=2C=CC(Cl)=CC2[C@]3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C1 |o1:14,r|","rel-2-[(4R)-6-chloro-1'-(isoquinolin-4-yl)-2'-oxo-2,3-dihydro-1H-spiro[isoquinoline-4,3'-pyrrolidin]-2-yl]-N-methylacetamide",H3537745,0
MAT-POS-c7726e07-5,Z5370893188,C24H23ClN4O2,Single unknown enantiomer,434.918,100,COVID-19,,,0,40,20,1178796-Y40-81,04_J,"CNC(=O)CN1CC=2C=CC(Cl)=CC2[C@@]3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C1 |o1:14,r|","rel-2-[(4R)-6-chloro-1'-(isoquinolin-4-yl)-2'-oxo-2,3-dihydro-1H-spiro[isoquinoline-4,3'-pyrrolidin]-2-yl]-N-methylacetamide",H3537744,0
EDJ-MED-c3ea9889-4,Z5367986368,C22H20Cl2N4O4S,Racemic or presumed racemic or meso,507.389,96.48,COVID-19,,,0,40,20,1178796-Y40-81,04_K,CNC(=O)CN1CC(C)(C(=O)NC=2C=NC=C3C=CC=C(Cl)C23)C=4C=C(Cl)C=CC4S1(=O)=O,"6-chloro-N-(5-chloroisoquinolin-4-yl)-4-methyl-2-[(methylcarbamoyl)methyl]-1,1-dioxo-3,4-dihydro-2H-1??,2-benzothiazine-4-carboxamide",H3540038,0
