SMILES,CID,creator,rationale,fragments,real_space,SCR,BB,link,covalent_frag,covalent_warhead,acrylamide,acrylamide_adduct,chloroacetamide,chloroacetamide_adduct,vinylsulfonamide,vinylsulfonamide_adduct,in_molport_or_mcule,in_emolecules
CC(=O)NCCc1c[nH]c2c(CN3CCN(C(=O)CCl)CC3)cc(F)cc12,DAR-DIA-fb2-11,"Daren Fearon, Diamond Light Source Ltd",Merging of x0830 with x0305/x0104 and x0195 to target S1 pocket in addition to Cys145.,"x0104,x0195,x0305,x0830",False,False,False,https://covid.postera.ai/covid/submissions/fb20be43-b2ad-4a19-a5ce-eb2fe8d462e2,True,True,False,False,True,False,False,False,False,False
NS(=O)(=O)c1ccc2c(CN3CCN(C(=O)CCl)CC3)cc(F)cc2c1,DAR-DIA-fb2-12,"Daren Fearon, Diamond Light Source Ltd",Merging of x0830 with x0305/x0104 and x0195 to target S1 pocket in addition to Cys145.,"x0104,x0195,x0305,x0830",False,False,False,https://covid.postera.ai/covid/submissions/fb20be43-b2ad-4a19-a5ce-eb2fe8d462e2,True,True,False,False,True,False,False,False,False,False
COc1cc(CN2CCN(C(=O)CCl)CC2)c2c(c1)C(CCNC(C)=O)=CC2,DAR-DIA-fb2-13,"Daren Fearon, Diamond Light Source Ltd",Merging of x0830 with x0305/x0104 and x0195 to target S1 pocket in addition to Cys145.,"x0104,x0195,x0305,x0830",False,False,False,https://covid.postera.ai/covid/submissions/fb20be43-b2ad-4a19-a5ce-eb2fe8d462e2,True,True,False,False,True,False,False,False,False,False
COc1cc(CN2CCN(C(=O)CCl)CC2)c2[nH]cc(CCNC(C)=O)c2c1,DAR-DIA-fb2-14,"Daren Fearon, Diamond Light Source Ltd",Merging of x0830 with x0305/x0104 and x0195 to target S1 pocket in addition to Cys145.,"x0104,x0195,x0305,x0830",False,False,False,https://covid.postera.ai/covid/submissions/fb20be43-b2ad-4a19-a5ce-eb2fe8d462e2,True,True,False,False,True,False,False,False,False,False
CC(=O)NCCc1c[nH]c2c(CN3CCN(C(=O)CCl)CC3)cc(Cl)cc12,DAR-DIA-fb2-15,"Daren Fearon, Diamond Light Source Ltd",Merging of x0830 with x0305/x0104 and x0195 to target S1 pocket in addition to Cys145.,"x0104,x0195,x0305,x0830",False,False,False,https://covid.postera.ai/covid/submissions/fb20be43-b2ad-4a19-a5ce-eb2fe8d462e2,True,True,False,False,True,False,False,False,False,False
N#Cc1ccc(CNC(=O)N2CCOCC2)c(CN2CCN(C(=O)CCl)CC2)c1,DAR-DIA-fb2-16,"Daren Fearon, Diamond Light Source Ltd",Merging of x0830 with x0305/x0104 and x0195 to target S1 pocket in addition to Cys145.,"x0104,x0195,x0305,x0830",False,False,False,https://covid.postera.ai/covid/submissions/fb20be43-b2ad-4a19-a5ce-eb2fe8d462e2,True,True,False,False,True,False,False,False,False,False
N#Cc1cnc(CNC(=O)N2CCOCC2)c(CN2CCN(C(=O)CCl)CC2)c1,DAR-DIA-fb2-17,"Daren Fearon, Diamond Light Source Ltd",Merging of x0830 with x0305/x0104 and x0195 to target S1 pocket in addition to Cys145.,"x0104,x0195,x0305,x0830",False,False,False,https://covid.postera.ai/covid/submissions/fb20be43-b2ad-4a19-a5ce-eb2fe8d462e2,True,True,False,False,True,False,False,False,False,False
COc1cnc(CNC(=O)N2CCOCC2)c(CN2CCN(C(=O)CCl)CC2)c1,DAR-DIA-fb2-18,"Daren Fearon, Diamond Light Source Ltd",Merging of x0830 with x0305/x0104 and x0195 to target S1 pocket in addition to Cys145.,"x0104,x0195,x0305,x0830",False,False,False,https://covid.postera.ai/covid/submissions/fb20be43-b2ad-4a19-a5ce-eb2fe8d462e2,True,True,False,False,True,False,False,False,False,False
O=C(CCl)N1Cc2c(OCCN3CCOCC3)cccc2[C@H](c2cccc(Cl)c2)C1,SEA-TRI-fac-1,"Sean McKenna, Trinity College Dublin","Solubilisation, growth into halogen/nitrile hole.

Some by eye, some by SeeSAR",x1392,False,False,False,https://covid.postera.ai/covid/submissions/fac72a44-6fa7-423a-821d-e809b8703db9,True,True,False,False,True,False,False,False,False,False
CC(N)NC(CC(N)=O)C(=O)NC1CCC(c2nc3cc(-c4ccc(S(N)(=O)=O)cc4)ccc3s2)CN1C(=O)CCl,DAV-CRI-f9b-1,"David Briggs, Crick Institute","By eye linking of x0749, x0981 and x0161, and variants. 

Retains covalent warhead. 

A bit of a monster!","x0161,x0749,x0981",False,False,False,https://covid.postera.ai/covid/submissions/f9b12666-ae78-4cf8-8d60-dc19988e42d3,True,True,False,False,True,False,False,False,False,False
CC(N)NC(CC(N)=O)C(=O)NC1CCC(c2nc3c(-c4ccc(S(N)(=O)=O)cc4)cccc3s2)CN1C(=O)CCl,DAV-CRI-f9b-2,"David Briggs, Crick Institute","By eye linking of x0749, x0981 and x0161, and variants. 

Retains covalent warhead. 

A bit of a monster!","x0161,x0749,x0981",False,False,False,https://covid.postera.ai/covid/submissions/f9b12666-ae78-4cf8-8d60-dc19988e42d3,True,True,False,False,True,False,False,False,False,False
CC(N)NC(CC(N)=O)C(=O)NC1CCC(c2nc3cc(-c4cccc(S(N)(=O)=O)c4)ccc3s2)CN1C(=O)CCl,DAV-CRI-f9b-3,"David Briggs, Crick Institute","By eye linking of x0749, x0981 and x0161, and variants. 

Retains covalent warhead. 

A bit of a monster!","x0161,x0749,x0981",False,False,False,https://covid.postera.ai/covid/submissions/f9b12666-ae78-4cf8-8d60-dc19988e42d3,True,True,False,False,True,False,False,False,False,False
CC(N)NC(CC(N)=O)C(=O)NC1CCC(c2nc3c(-c4cccc(S(N)(=O)=O)c4)cccc3s2)CN1C(=O)CCl,DAV-CRI-f9b-4,"David Briggs, Crick Institute","By eye linking of x0749, x0981 and x0161, and variants. 

Retains covalent warhead. 

A bit of a monster!","x0161,x0749,x0981",False,False,False,https://covid.postera.ai/covid/submissions/f9b12666-ae78-4cf8-8d60-dc19988e42d3,True,True,False,False,True,False,False,False,False,False
CC(N)NC(CC(N)=O)C(=O)NC1CCC(c2nc3cc(-c4ccc(S(N)(=O)=O)c(O)c4)ccc3s2)CN1C(=O)CCl,DAV-CRI-f9b-5,"David Briggs, Crick Institute","By eye linking of x0749, x0981 and x0161, and variants. 

Retains covalent warhead. 

A bit of a monster!","x0161,x0749,x0981",False,False,False,https://covid.postera.ai/covid/submissions/f9b12666-ae78-4cf8-8d60-dc19988e42d3,True,True,False,False,True,False,False,False,False,False
CC(N)NC(CC(N)=O)C(=O)NC1CCC(c2nc3c(-c4ccc(S(N)(=O)=O)c(O)c4)cccc3s2)CN1C(=O)CCl,DAV-CRI-f9b-6,"David Briggs, Crick Institute","By eye linking of x0749, x0981 and x0161, and variants. 

Retains covalent warhead. 

A bit of a monster!","x0161,x0749,x0981",False,False,False,https://covid.postera.ai/covid/submissions/f9b12666-ae78-4cf8-8d60-dc19988e42d3,True,True,False,False,True,False,False,False,False,False
CC(N)NC(CC(N)=O)C(=O)NC1CCC(c2nc3cc(-c4ccc(O)c(S(N)(=O)=O)c4)ccc3s2)CN1C(=O)CCl,DAV-CRI-f9b-7,"David Briggs, Crick Institute","By eye linking of x0749, x0981 and x0161, and variants. 

Retains covalent warhead. 

A bit of a monster!","x0161,x0749,x0981",False,False,False,https://covid.postera.ai/covid/submissions/f9b12666-ae78-4cf8-8d60-dc19988e42d3,True,True,False,False,True,False,False,False,False,False
CC(N)NC(CC(N)=O)C(=O)NC1CCC(c2nc3c(-c4ccc(O)c(S(N)(=O)=O)c4)cccc3s2)CN1C(=O)CCl,DAV-CRI-f9b-8,"David Briggs, Crick Institute","By eye linking of x0749, x0981 and x0161, and variants. 

Retains covalent warhead. 

A bit of a monster!","x0161,x0749,x0981",False,False,False,https://covid.postera.ai/covid/submissions/f9b12666-ae78-4cf8-8d60-dc19988e42d3,True,True,False,False,True,False,False,False,False,False
CC(N)NC(CC(N)=O)C(=O)NC1CCC(c2nc3cc(Cc4ccc(S(N)(=O)=O)cc4)ccc3s2)CN1C(=O)CCl,DAV-CRI-f9b-9,"David Briggs, Crick Institute","By eye linking of x0749, x0981 and x0161, and variants. 

Retains covalent warhead. 

A bit of a monster!","x0161,x0749,x0981",False,False,False,https://covid.postera.ai/covid/submissions/f9b12666-ae78-4cf8-8d60-dc19988e42d3,True,True,False,False,True,False,False,False,False,False
CC(N)NC(CC(N)=O)C(=O)NC1CCC(c2nc3cc(Cc4cccc(S(N)(=O)=O)c4)ccc3s2)CN1C(=O)CCl,DAV-CRI-f9b-10,"David Briggs, Crick Institute","By eye linking of x0749, x0981 and x0161, and variants. 

Retains covalent warhead. 

A bit of a monster!","x0161,x0749,x0981",False,False,False,https://covid.postera.ai/covid/submissions/f9b12666-ae78-4cf8-8d60-dc19988e42d3,True,True,False,False,True,False,False,False,False,False
NC(=O)C1CCCN1c1ccccc1CN1CCN(C(=O)CCl)CC1,DUN-NEW-f8c-2,"Duncan Miller, Newcastle University","Merging of x0072 with x1458 to combine the covalent warhead of x1458 with the sulfonamide fragment x1458 (Designs arrived at by overlay of crystal structures in Biovia Discovery Viewer, and identifying common vectors for fragment growth/merging by eye, with synthetic accessibility taken into account)","x0072,x1458",False,False,False,https://covid.postera.ai/covid/submissions/f8ce3686-4774-4f4e-b96a-ab98611b1edd,True,True,False,False,True,False,False,False,False,False
NC(=O)C1CCCN1c1ccccc1N1CCN(C(=O)CCl)CC1,DUN-NEW-f8c-3,"Duncan Miller, Newcastle University","Merging of x0072 with x1458 to combine the covalent warhead of x1458 with the sulfonamide fragment x1458 (Designs arrived at by overlay of crystal structures in Biovia Discovery Viewer, and identifying common vectors for fragment growth/merging by eye, with synthetic accessibility taken into account)","x0072,x1458",False,False,False,https://covid.postera.ai/covid/submissions/f8ce3686-4774-4f4e-b96a-ab98611b1edd,True,True,False,False,True,False,False,False,False,False
CC(=O)NCCc1c[nH]c2c(CNC(=O)CCl)cccc12,DUN-NEW-f8c-21,"Duncan Miller, Newcastle University","Merging of x0072 with x1458 to combine the covalent warhead of x1458 with the sulfonamide fragment x1458 (Designs arrived at by overlay of crystal structures in Biovia Discovery Viewer, and identifying common vectors for fragment growth/merging by eye, with synthetic accessibility taken into account)","x0072,x1458",False,False,False,https://covid.postera.ai/covid/submissions/f8ce3686-4774-4f4e-b96a-ab98611b1edd,True,True,False,False,True,False,False,False,False,False
CS(=O)(=O)N1CCN(C(=O)CCl)CC1c1ccccc1,DUN-NEW-f8c-22,"Duncan Miller, Newcastle University","Merging of x0072 with x1458 to combine the covalent warhead of x1458 with the sulfonamide fragment x1458 (Designs arrived at by overlay of crystal structures in Biovia Discovery Viewer, and identifying common vectors for fragment growth/merging by eye, with synthetic accessibility taken into account)","x0072,x1458",False,False,False,https://covid.postera.ai/covid/submissions/f8ce3686-4774-4f4e-b96a-ab98611b1edd,True,True,False,False,True,False,False,False,False,False
O=C(CCl)Nc1nc2c(S(=O)(=O)NCCc3ccccc3)cccc2s1,DUN-NEW-f8c-23,"Duncan Miller, Newcastle University","Merging of x0072 with x1458 to combine the covalent warhead of x1458 with the sulfonamide fragment x1458 (Designs arrived at by overlay of crystal structures in Biovia Discovery Viewer, and identifying common vectors for fragment growth/merging by eye, with synthetic accessibility taken into account)","x0072,x1458",False,False,False,https://covid.postera.ai/covid/submissions/f8ce3686-4774-4f4e-b96a-ab98611b1edd,True,True,False,False,True,False,False,False,False,False
CC(=O)NCCc1c[nH]c2c(CN3CCN(C(=O)CCl)CC3)cccc12,DUN-NEW-f8c-24,"Duncan Miller, Newcastle University","Merging of x0072 with x1458 to combine the covalent warhead of x1458 with the sulfonamide fragment x1458 (Designs arrived at by overlay of crystal structures in Biovia Discovery Viewer, and identifying common vectors for fragment growth/merging by eye, with synthetic accessibility taken into account)","x0072,x1458",False,False,False,https://covid.postera.ai/covid/submissions/f8ce3686-4774-4f4e-b96a-ab98611b1edd,True,True,False,False,True,False,False,False,False,False
CS(=O)(=O)N(CCc1ccccc1)CC1CCN(C(=O)CCl)CC1,DUN-NEW-f8c-25,"Duncan Miller, Newcastle University","Merging of x0072 with x1458 to combine the covalent warhead of x1458 with the sulfonamide fragment x1458 (Designs arrived at by overlay of crystal structures in Biovia Discovery Viewer, and identifying common vectors for fragment growth/merging by eye, with synthetic accessibility taken into account)","x0072,x1458",False,False,False,https://covid.postera.ai/covid/submissions/f8ce3686-4774-4f4e-b96a-ab98611b1edd,True,True,False,False,True,False,False,False,False,False
NS(=O)(=O)CCc1cccc2sc(C3CCCN(C(=O)CCl)C3)nc12,SEA-TRI-f74-1,"Sean McKenna, Trinity College Dublin",Extending fragment hit,"x0749,x0946",False,False,False,https://covid.postera.ai/covid/submissions/f744d433-db41-4726-81e7-4b0fb5dadfe9,True,True,False,False,True,False,False,False,False,False
CC(=O)NCCc1c[nH]c2c(C(c3ccc(Br)s3)N3CCN(C(=O)CCl)CC3)cccc12,PAU-WEI-f73-1,"Paul Gehrtz, Weizmann Institute","Merged non-covalent fragments x0104, x1249, x0305 with covalent fragments x0830, x1385 based on overlap.","x0104,x0305,x0830,x1249,x1385",False,False,False,https://covid.postera.ai/covid/submissions/f734c343-ab19-4bdf-8469-060177d375ae,True,True,False,False,True,False,False,False,False,False
N#Cc1ccc(CNC(=O)N2CCOCC2)c(C(c2ccc(Br)s2)N2CCN(C(=O)CCl)CC2)c1,PAU-WEI-f73-2,"Paul Gehrtz, Weizmann Institute","Merged non-covalent fragments x0104, x1249, x0305 with covalent fragments x0830, x1385 based on overlap.","x0104,x0305,x0830,x1249,x1385",False,False,False,https://covid.postera.ai/covid/submissions/f734c343-ab19-4bdf-8469-060177d375ae,True,True,False,False,True,False,False,False,False,False
CCNc1ncc(C#N)cc1C(c1ccc(Br)s1)N1CCN(C(=O)CCl)CC1,PAU-WEI-f73-3,"Paul Gehrtz, Weizmann Institute","Merged non-covalent fragments x0104, x1249, x0305 with covalent fragments x0830, x1385 based on overlap.","x0104,x0305,x0830,x1249,x1385",False,False,False,https://covid.postera.ai/covid/submissions/f734c343-ab19-4bdf-8469-060177d375ae,True,True,False,False,True,False,False,False,False,False
CC(=O)NCCc1c[nH]c2c(CN3CCN(C(=O)CCl)CC3)cc(F)cc12,NAU-LAT-f72-1,"Nauris Narvaiss, Latvian Institute of Organic Synthesis","Compounds designed by eye, attempting to combine both covalent and non-covalent fragments. Some scaffolds of fragments were changed to ensure the appropriate geometry for combining the fragments. The idea behind nitrile - besides attemping to create a less toxic warhead, several covalent fragments show the adjacent amide oxygen interaction with Gly143. Almost all other other warheads would shift the oxygen relative to Gly143.","x0072,x0104,x0397,x0692,x1308,x1336",False,False,False,https://covid.postera.ai/covid/submissions/f723e322-ea7d-4382-bbcf-496494e8aab2,True,True,False,False,True,False,False,False,False,False
C=CC(=O)N1CCN(S(C)(=O)=O)CC1c1ccccc1,NAU-LAT-f72-4,"Nauris Narvaiss, Latvian Institute of Organic Synthesis","Compounds designed by eye, attempting to combine both covalent and non-covalent fragments. Some scaffolds of fragments were changed to ensure the appropriate geometry for combining the fragments. The idea behind nitrile - besides attemping to create a less toxic warhead, several covalent fragments show the adjacent amide oxygen interaction with Gly143. Almost all other other warheads would shift the oxygen relative to Gly143.","x0072,x0104,x0397,x0692,x1308,x1336",False,False,False,https://covid.postera.ai/covid/submissions/f723e322-ea7d-4382-bbcf-496494e8aab2,True,True,True,False,False,False,False,False,False,False
Cc1ccc(NCc2ccccc2)c(S(=O)(=O)N2CCN(C(=O)CCl)CC2)c1,NAU-LAT-f72-5,"Nauris Narvaiss, Latvian Institute of Organic Synthesis","Compounds designed by eye, attempting to combine both covalent and non-covalent fragments. Some scaffolds of fragments were changed to ensure the appropriate geometry for combining the fragments. The idea behind nitrile - besides attemping to create a less toxic warhead, several covalent fragments show the adjacent amide oxygen interaction with Gly143. Almost all other other warheads would shift the oxygen relative to Gly143.","x0072,x0104,x0397,x0692,x1308,x1336",False,False,False,https://covid.postera.ai/covid/submissions/f723e322-ea7d-4382-bbcf-496494e8aab2,True,True,False,False,True,False,False,False,False,False
Cc1ccc2c(c1)C(c1ccccc1)CN(C(=O)CCl)C2C1CS(=O)(=O)CC1N1CCCC1=O,DAV-CRI-f47-1,"David Briggs, Crick Institute",by eye linking of x1375 x1384 x 1392 with some extra addition to explore binding pockets around T25/C44 and Q189,"x1375,x1384,x1392",False,False,False,https://covid.postera.ai/covid/submissions/f4772df7-f5a5-4208-a16e-3d41483cc4c7,True,True,False,False,True,False,False,False,False,False
O=C1CCCN1C1CS(=O)(=O)CC1C1c2ccc(F)cc2C(c2ccccc2)CN1C(=O)CCl,DAV-CRI-f47-2,"David Briggs, Crick Institute",by eye linking of x1375 x1384 x 1392 with some extra addition to explore binding pockets around T25/C44 and Q189,"x1375,x1384,x1392",False,False,False,https://covid.postera.ai/covid/submissions/f4772df7-f5a5-4208-a16e-3d41483cc4c7,True,True,False,False,True,False,False,False,False,False
O=C1CCCN1C1CS(=O)(=O)CC1C1c2ccc(O)cc2C(c2ccccc2)CN1C(=O)CCl,DAV-CRI-f47-3,"David Briggs, Crick Institute",by eye linking of x1375 x1384 x 1392 with some extra addition to explore binding pockets around T25/C44 and Q189,"x1375,x1384,x1392",False,False,False,https://covid.postera.ai/covid/submissions/f4772df7-f5a5-4208-a16e-3d41483cc4c7,True,True,False,False,True,False,False,False,False,False
O=C1CCCN1C1CS(=O)(=O)CC1C1c2ccc(F)cc2C(c2ccccc2)C(=O)N1C(=O)CCl,DAV-CRI-f47-4,"David Briggs, Crick Institute",by eye linking of x1375 x1384 x 1392 with some extra addition to explore binding pockets around T25/C44 and Q189,"x1375,x1384,x1392",False,False,False,https://covid.postera.ai/covid/submissions/f4772df7-f5a5-4208-a16e-3d41483cc4c7,True,True,False,False,True,False,False,False,False,False
O=C1CCCN1C1CS(=O)(=O)CC1C1c2ccc(O)cc2C(c2ccccc2)C(=O)N1C(=O)CCl,DAV-CRI-f47-5,"David Briggs, Crick Institute",by eye linking of x1375 x1384 x 1392 with some extra addition to explore binding pockets around T25/C44 and Q189,"x1375,x1384,x1392",False,False,False,https://covid.postera.ai/covid/submissions/f4772df7-f5a5-4208-a16e-3d41483cc4c7,True,True,False,False,True,False,False,False,False,False
Cc1ccc2c(c1)C(c1ccccc1)C(=O)N(C(=O)CCl)C2C1CS(=O)(=O)CC1N1CCCC1=O,DAV-CRI-f47-6,"David Briggs, Crick Institute",by eye linking of x1375 x1384 x 1392 with some extra addition to explore binding pockets around T25/C44 and Q189,"x1375,x1384,x1392",False,False,False,https://covid.postera.ai/covid/submissions/f4772df7-f5a5-4208-a16e-3d41483cc4c7,True,True,False,False,True,False,False,False,False,False
Cc1ccc2c(c1)C(c1cccc(O)c1)C(=O)N(C(=O)CCl)C2C1CS(=O)(=O)CC1N1CCCC1=O,DAV-CRI-f47-7,"David Briggs, Crick Institute",by eye linking of x1375 x1384 x 1392 with some extra addition to explore binding pockets around T25/C44 and Q189,"x1375,x1384,x1392",False,False,False,https://covid.postera.ai/covid/submissions/f4772df7-f5a5-4208-a16e-3d41483cc4c7,True,True,False,False,True,False,False,False,False,False
Cc1ccc2c(c1)C(c1ccc(O)cc1)C(=O)N(C(=O)CCl)C2C1CS(=O)(=O)CC1N1CCCC1=O,DAV-CRI-f47-8,"David Briggs, Crick Institute",by eye linking of x1375 x1384 x 1392 with some extra addition to explore binding pockets around T25/C44 and Q189,"x1375,x1384,x1392",False,False,False,https://covid.postera.ai/covid/submissions/f4772df7-f5a5-4208-a16e-3d41483cc4c7,True,True,False,False,True,False,False,False,False,False
NS(=O)(=O)c1ccc2c(c1)N(CCCCC1CCCN(C(=O)CCl)C1)CCC2,PAU-UNI-f43-1,"paul brear, University of cambridge",combination of covalent anchor x0749 and x0195. by eye followed by modelling,x0749,False,False,False,https://covid.postera.ai/covid/submissions/f4334617-74f8-4d4a-abec-065a49b4bc47,True,True,False,False,True,False,False,False,False,False
O=C(CCl)N1CCN(C(c2ccccc2)c2ccccc2)CC1,SIM-SYN-f15-1,"Simon Williams, Syngenta",Noting that the benzylic group on fragments such as x0692 and x1334 can orient in different directions but the rest of the fragments overlay very well. Combination of these two fragment should fill both hydrophobic pockets. A simpler combination would be to have symmetrical aryl groups.,"x0692,x1334",Z57821431,Z199040704,EN300-18364,https://covid.postera.ai/covid/submissions/f15aaa3a-53a3-4dd7-ba06-87a3faf5de20,True,True,False,False,True,False,False,False,True,True
Cc1cccc(C(c2ccc(Cl)s2)N2CCN(C(=O)CCl)CC2)c1,SIM-SYN-f15-2,"Simon Williams, Syngenta",Noting that the benzylic group on fragments such as x0692 and x1334 can orient in different directions but the rest of the fragments overlay very well. Combination of these two fragment should fill both hydrophobic pockets. A simpler combination would be to have symmetrical aryl groups.,"x0692,x1334",False,False,False,https://covid.postera.ai/covid/submissions/f15aaa3a-53a3-4dd7-ba06-87a3faf5de20,True,True,False,False,True,False,False,False,False,False
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCN1CCN(C(=O)CCl)CC1,NIM-UNI-ed9-1,"Nimesh Mistry, University of Leeds","Merging fragments 770 and 967 by attaching piperazine to peptide chain where the two fragments merge.

Have varied carbon linker between piperazine and chain so the ring can have the flexibility to twist so the chloride can covalently bind.

Have included compounds with and without aromatic ring to interact where the aromatic wheel is in many fragments.","x0770,x0967",False,False,False,https://covid.postera.ai/covid/submissions/ed9fc491-dc03-4238-8d3b-b72343b7eaa7,True,True,False,False,True,False,False,False,False,False
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCCN1CCN(C(=O)CCl)CC1,NIM-UNI-ed9-2,"Nimesh Mistry, University of Leeds","Merging fragments 770 and 967 by attaching piperazine to peptide chain where the two fragments merge.

Have varied carbon linker between piperazine and chain so the ring can have the flexibility to twist so the chloride can covalently bind.

Have included compounds with and without aromatic ring to interact where the aromatic wheel is in many fragments.","x0770,x0967",False,False,False,https://covid.postera.ai/covid/submissions/ed9fc491-dc03-4238-8d3b-b72343b7eaa7,True,True,False,False,True,False,False,False,False,False
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NC(c1ccccc1)N1CCN(C(=O)CCl)CC1,NIM-UNI-ed9-3,"Nimesh Mistry, University of Leeds","Merging fragments 770 and 967 by attaching piperazine to peptide chain where the two fragments merge.

Have varied carbon linker between piperazine and chain so the ring can have the flexibility to twist so the chloride can covalently bind.

Have included compounds with and without aromatic ring to interact where the aromatic wheel is in many fragments.","x0770,x0967",False,False,False,https://covid.postera.ai/covid/submissions/ed9fc491-dc03-4238-8d3b-b72343b7eaa7,True,True,False,False,True,False,False,False,False,False
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NC(CN1CCN(C(=O)CCl)CC1)c1ccccc1,NIM-UNI-ed9-4,"Nimesh Mistry, University of Leeds","Merging fragments 770 and 967 by attaching piperazine to peptide chain where the two fragments merge.

Have varied carbon linker between piperazine and chain so the ring can have the flexibility to twist so the chloride can covalently bind.

Have included compounds with and without aromatic ring to interact where the aromatic wheel is in many fragments.","x0770,x0967",False,False,False,https://covid.postera.ai/covid/submissions/ed9fc491-dc03-4238-8d3b-b72343b7eaa7,True,True,False,False,True,False,False,False,False,False
