shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID
EDJ-MED-c8e7a002-5,Z4661830659,C16H12ClF3N4O,Achiral,368.740,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,03_K,CC1=CC(=NC2=NNC(NC(=O)CC=3C=CC=C(Cl)C3)=C12)C(F)(F)F,"2-(3-chlorophenyl)-N-[4-methyl-6-(trifluoromethyl)-2H-pyrazolo[3,4-b]pyridin-3-yl]acetamide",H2694250
ALP-POS-902f21bb-1,Z4739202309,C15H11ClFN3O,Achiral,303.718,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,03_L,NC1=NN(C(=O)CC=2C=CC=C(Cl)C2)C=3C=C(F)C=CC13,1-(3-amino-6-fluoro-1H-indazol-1-yl)-2-(3-chlorophenyl)ethan-1-one,H2681618
MAT-POS-0c8fa4a7-4,Z4670228998,C15H11ClFN3O,Achiral,303.718,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,03_M,NC1=NN(C(=O)CC=2C=CC=C(Cl)C2)C=3C=CC=C(F)C13,1-(3-amino-4-fluoro-1H-indazol-1-yl)-2-(3-chlorophenyl)ethan-1-one,H2681606
ALP-POS-6495d03e-7,Z4742718265,C14H11ClN4O,Achiral,286.716,97.8,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,03_N,NC1=NN(C(=O)CC=2C=CC=C(Cl)C2)C=3C=CC=NC13,"1-{3-amino-1H-pyrazolo[4,3-b]pyridin-1-yl}-2-(3-chlorophenyl)ethan-1-one",H2690741
EDJ-MED-c8e7a002-13,Z4661830686,C15H11ClFN3O,Achiral,303.718,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,03_O,FC1=CC=CC2=NNC(NC(=O)CC=3C=CC=C(Cl)C3)=C12,2-(3-chlorophenyl)-N-(4-fluoro-2H-indazol-3-yl)acetamide,H2681605
EDJ-MED-c8e7a002-10,Z4661830683,C15H11ClFN3O,Achiral,303.718,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,03_P,FC=1C=CC2=C(NC(=O)CC=3C=CC=C(Cl)C3)NN=C2C1,2-(3-chlorophenyl)-N-(6-fluoro-2H-indazol-3-yl)acetamide,H2681617
ALP-POS-79636100-3,Z4742305503,C16H12ClF3N4O,Achiral,368.740,95,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,04_A,CC=1C=C(N=C2N(N=C(N)C12)C(=O)CC=3C=CC=C(Cl)C3)C(F)(F)F,"1-[3-amino-4-methyl-6-(trifluoromethyl)-1H-pyrazolo[3,4-b]pyridin-1-yl]-2-(3-chlorophenyl)ethan-1-one",H2694251
ALP-POS-64a710fa-2,Z4664916434,C21H25N3OS,Achiral,367.507,93.3,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,04_B,CN(C)CCCN(CC1=CC=CS1)C(=O)CC=2C=NC=C3C=CC=CC23,N-[3-(dimethylamino)propyl]-2-(isoquinolin-4-yl)-N-[(thiophen-2-yl)methyl]acetamide,H2703996
ALP-POS-6495d03e-6,Z4743053892,C18H14ClF3N4O2,Racemic or presumed racemic or meso,410.777,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,04_C,CC=1C=C(N=C2N(N=C(N)C12)C(=O)C3CCOC=4C=CC(Cl)=CC34)C(F)(F)F,"1-(6-chloro-3,4-dihydro-2H-1-benzopyran-4-carbonyl)-4-methyl-6-(trifluoromethyl)-1H-pyrazolo[3,4-b]pyridin-3-amine",H2694253
ALP-POS-902f21bb-2,Z4720658903,C16H13ClN4O2,Racemic or presumed racemic or meso,328.753,95.61,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,04_D,NC1=NN(C(=O)C2CCOC=3C=CC(Cl)=CC23)C=4C=CN=CC14,"1-(6-chloro-3,4-dihydro-2H-1-benzopyran-4-carbonyl)-1H-pyrazolo[4,3-c]pyridin-3-amine",H2688750
RAL-THA-6b94ceba-2,Z4609618478,C17H16ClN5O2,Achiral,357.794,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,04_E,CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(OCC3=NC=NN3)C2,"2-{3-chloro-5-[(1H-1,2,4-triazol-5-yl)methoxy]phenyl}-N-(4-methylpyridin-3-yl)acetamide",H2694254
JAG-UCB-52b62a6f-10,Z4661830653,C18H15ClN2O4,Racemic or presumed racemic or meso,358.775,96.43,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,04_F,COC=1C=CC=2C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)=NOC2C1,"6-chloro-N-(6-methoxy-1,2-benzoxazol-3-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2708477
ALP-POS-a3de0cb1-9,Z4618924267,C26H27N5O,Achiral,425.525,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,04_G,O=C(CC=1N=NN2C=CC=CC12)N(CC=3C=CC=CC3)C=4C=CC(=CC4)N5CCCCC5,"N-benzyl-N-[4-(piperidin-1-yl)phenyl]-2-{[1,2,3]triazolo[1,5-a]pyridin-3-yl}acetamide",H2705009
ALP-POS-477dc5b7-3,Z4655756139,C24H23ClN2O2,Racemic or presumed racemic or meso,406.904,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,04_H,ClC=1C=CC=2OCCC(CCC3CC3)(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,"6-chloro-4-(2-cyclopropylethyl)-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2706785
ALP-POS-cd485364-2,Z4708580404,C16H16ClN3O,Achiral,301.770,90.48,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,04_I,NC=1C=NC=C2N(CCCC12)C(=O)CC=3C=CC=C(Cl)C3,"1-(5-amino-1,2,3,4-tetrahydro-1,7-naphthyridin-1-yl)-2-(3-chlorophenyl)ethan-1-one",H2694257
