SMILES,shipment_ID,catalog_ID,sample_MW,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry
CC(=O)N1CCN(CC1)S(=O)(=O)C=2C(F)=CC=CC2F,MAK-UNK-643-6,Z30727410,304.31,100.0,4,50,1166137-Y4-02,AC05,
CC(=O)N1CCN(CC1)C(=O)CC=2C=CC=CN2,JON-UIO-066-3,Z1021142272,247.29,92.52,4,50,1166137-Y4-02,AD05,
NC(=O)C1CN(CC(=O)NC=2C=NC=CN2)C=3C=CC=CC3C1,BAR-COM-4e0-21,Z2599591955,311.33,100.0,4,50,1166137-Y4-02,AE05,
ClC=1N=CC=CC1CC(=O)NC=2C=CC=C(OCCC=3C=CC=CC3)C2,BAR-COM-4e0-15,Z4444622019,366.84,100.0,4,50,1166137-Y4-02,AF05,
O=C(NCC=1C=CC(C#C)=CC1)N2CCOCC2,PAT-GYR-359-1,Z2278338263,244.28,100.0,4,50,1166137-Y4-02,A06,
COC=1C=CC=C(NC(=O)NC=2C=CC=C(C#N)C2)C1,ANN-UNI-263-6,Z641273092,267.28,100.0,4,50,1166137-Y4-02,B06,
CNS(=O)(=O)C=1C=CC(=CC1)C(C)NC(=O)NC(C)(C)C,VIJ-CYC-1a3-11,Z1408037619,313.41,100.0,4,50,1166137-Y4-02,C06,
O=C(NCC1=CN=CS1)NC=2C=CC=C(C2)N3CCOCC3,BAR-COM-4e0-58,Z1670099933,318.39,97.49000000000001,4,50,1166137-Y4-02,D06,
CC(N1CCOCC1)C=2C=CC=C(NC(=O)CC=3C=NC=CC3Cl)C2,BAR-COM-4e0-66,Z2330806997,359.84,100.0,4,50,1166137-Y4-02,E06,
CC(C)C(F)C(=O)N1CCN(CC=2C=CC=CC2C)CC1,JON-UIO-066-9,Z1786577487,292.39,100.0,4,50,1166137-Y4-02,F06,
O=C(NCC1=CC=NS1)NC=2C=CC=C(CN3CCCC3=O)C2,BAR-COM-4e0-61,Z2708549355,330.4,100.0,4,50,1166137-Y4-02,G06,
CC1CN(CC=2C=CC=CC2NC(=O)NCC=3C=NSC3)CC(C)O1,BAR-COM-4e0-4,Z3405514183,360.47,97.36999999999999,4,50,1166137-Y4-02,H06,
CC(C(=O)NC=1C=NC=CC1C)C=2C=CC=C(C#N)C2,TRY-UNI-714-22,Z2186659954,265.3,100.0,4,50,1166137-Y4-02,I06,
OC(CNC(=O)C=1C=CC=CC1OC2CCC2)CN3C=CN=N3,BAR-COM-4e0-34,Z2305221270,316.35,100.0,4,50,1166137-Y4-02,J06,
CC=1C=CC=CC1CNC=2C=CC=CC2NC(=O)C(O)C=3C=CC=NC3,BAR-COM-4e0-3,Z1644866655,347.41,96.71000000000001,4,50,1166137-Y4-02,K06,
CCN1C(=O)N(CC(=O)NCC=2C=NC=CN2)C=3C=CC=CC13,BAR-COM-4e0-51,Z3092563476,311.33,100.0,4,50,1166137-Y4-02,L06,
O=C(CC=1C=NC=NC1)NC=2C=CC=C(CCCC=3C=CC=CC3)C2,BAR-COM-4e0-11,Z2172190193,331.41,100.0,4,50,1166137-Y4-02,M06,
O=C(CC=1C=CC=C(C#N)C1)NC=2C=CC=NC2,ANN-UNI-263-5,Z1343543528,237.25,100.0,4,50,1166137-Y4-02,N06,
CC1=NN=C(CC(=O)NC=2C=CC=NC2)S1,ALE-HEI-f28-5,Z4444621942,234.27,100.0,4,50,1166137-Y4-02,O06,
FC=1C=CC=C2SC(C(=O)NCC=3C=NC=CN3)=C(COC=4C=CC=CC4)C12,BAR-COM-4e0-64,Z4444622069,393.43,100.0,4,50,1166137-Y4-02,P06,
O=C(NCC1=NOC=2C=CC=CC12)C=3C=CC=CC3OCC4CC4,BAR-COM-4e0-43,Z1935637461,322.35,100.0,4,50,1166137-Y4-02,Q06,
O=C(COC=1C=CC=CC1)NCCC=2C=CC=CC2,ALE-UNK-fca-4,Z19735885,255.31,100.0,4,50,1166137-Y4-02,R06,
O=C(CCN1C=CN=N1)NC(CN2CCOCC2)C=3C=CC=CC3,BAR-COM-4e0-45,Z296475158,329.39,100.0,4,50,1166137-Y4-02,S06,
FC(F)(F)C=1C=CN=C(NC(=O)CC=2C=CC=3C=CC=CC3C2)C1,LV-UNI-7ff-46,Z1631501979,330.3,100.0,4,50,1166137-Y4-02,T06,
CC=1C=CC=CC1NC2CCN(CC2)C=3C=CC(=CC3)S(=O)(=O)N,WAR-XCH-b68-30,Z3075835921,345.45,100.0,4,50,1166137-Y4-02,U06,
CC1=CC=C(NC(=O)NC=2C=CC=NC2)S1,DAR-DIA-842-3,Z1286870272,233.28,97.27,4,50,1166137-Y4-02,V06,
FC(F)COC=1C=CC=C(NC(=O)NCC=2C=CC=NC2)N1,BAR-COM-4e0-69,Z1693576546,308.28,100.0,4,50,1166137-Y4-02,W06,
O=C(NCC=1C=CC=NN1)NC=2C=CC=C(OCCN3CCOCC3)C2,BAR-COM-4e0-54,Z3603964263,357.4,100.0,4,50,1166137-Y4-02,X06,
CC=1C=CN=CC1NC(=O)NC=2C=CC=C(C#N)C2,TRY-UNI-714-24,Z1130395496,252.27,100.0,4,50,1166137-Y4-02,Y06,
ClC=1C=C(NC(=O)NC=2C=CC=NC2)C=C(C#N)C1,WAR-XCH-eb7-2,Z4444622232,272.68,100.0,4,50,1166137-Y4-02,Z06,
CC1=NN=C(NC(=O)NC=2C=CC=NC2)S1,ALE-HEI-f28-4,Z798924654,235.26,100.0,4,50,1166137-Y4-02,AA06,
ClC1=CC=C(NC(=O)NC=2C=CC=NC2)S1,DAR-DIA-842-4,Z4444622030,253.7,100.0,4,50,1166137-Y4-02,AB06,
CC=1C=CN=CC1NC(=O)NC=2C=CC=C(Cl)C2,TRY-UNI-714-12,Z1130395540,261.7,95.64999999999999,4,50,1166137-Y4-02,AC06,
CS(=O)(=O)NCCC=1C=CC=C(O)C1,ANT-DIA-b7f-2,Z1247416427,215.26,100.0,4,50,1166137-Y4-02,AD06,
CC1=COC(NC(=O)NC=2C=CC=NC2)=N1,DAR-DIA-842-7,Z4444621858,218.21,100.0,4,50,1166137-Y4-02,AE06,
CC=1N=CN=CC1NC(=O)NC=2C=CC=CC2,HAN-NEW-5f5-1,Z4444621905,228.24,100.0,4,50,1166137-Y4-02,AF06,
COC=1C=CC(=CC1OC)C2CC(=NN2C(=O)CCl)C3=CC=CS3,Z56955922,Z56955922,364.84,95.6,4,50,1166137-Y4-02,A07,
O=C(C1CCN(CC1)S(=O)(=O)C=2C=CC=CC2)N3CCOCC3,GIA-UNK-eaa-3,Z28250828,338.42,100.0,4,50,1166137-Y4-02,B07,
COC=1C=CC=CC1OCCNC(=O)C2=CC(=O)NC=3C=CC=CC23,Z30450892,Z57980660,338.35,100.0,4,50,1166137-Y4-02,C07,
CC=1C=C(C)C(C)=C(C1C)S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=O)NC=4C=CC=CC34,Z29513321,Z56962551,453.55,98.54,4,50,1166137-Y4-02,D07,
O=C(CCC1=CNN=N1)NC(CN2C=CC=N2)C=3C=CC=CC3,BAR-COM-4e0-30,Z2771389038,310.35,100.0,4,50,1166137-Y4-02,E07,
Cl.ClCC(=O)N1CCN(CC2=CC=CS2)CC1,MAK-UNK-643-2,Z147647874,295.22,99.0,4,50,1166137-Y4-02,F07,
Cl.ClCC(=O)N1CCN(CC=2C=CSC2)CC1,MAK-UNK-643-3,Z2608820553,295.22,100.0,4,50,1166137-Y4-02,G07,
O=C(NCC=1C=CC=NN1)NC=2C=CC=C(C2)N3CCC3=O,BAR-COM-4e0-60,Z1931403851,297.31,95.0,4,50,1166137-Y4-02,H07,
CC(=O)N1CCN(CC2=CN(N=N2)C=3C=CC=C(C3)S(=O)(=O)N)CC1,NIM-UNI-022-3,Z4444621867,364.42,100.0,4,50,1166137-Y4-02,I07,
COC1CCN(CC1)C=2C=CC(=CC2)S(=O)(=O)N,WAR-XCH-b72-9,Z3075430846,270.34,100.0,4,50,1166137-Y4-02,J07,
CC=1C=CN=CC1NC(=O)CC=2C=CC=CC2,TRY-UNI-714-5,Z1129283253,226.27,90.0,4,50,1166137-Y4-02,K07,
CC=1C=CC(NC2CCN(CC2)C=3C=CC(=CC3)S(=O)(=O)N)=CC1,WAR-XCH-b68-25,Z3075907363,345.45,99.0,4,50,1166137-Y4-02,L07,
CC(C)(C)NC(=O)C(N(C(=O)C=C)C=1C=CC(=CC1)C(C)(C)C)C=2C=CC=NC2,Z4444602594,Z4444602594,393.52,100.0,4,50,1166137-Y4-02,M07,
CN(C)C=1C=CC(=CC1C)N(C(C(=O)NC(C)(C)C)C=2C=CC=NC2)C(=O)C=C,Z4439011612,Z4439011612,394.5,85.0,4,50,1166137-Y4-02,N07,
COC=1C=CC(NC(=O)C(N(C(=O)C=C)C=2C=CC(N(C)C)=C(C)C2)C=3C=CC=NC3)=CC1,Z4439011547,Z4439011547,444.52,96.0,4,50,1166137-Y4-02,O07,
